scenario,block,acceptance_length_distribution,mean_output_tokens_per_cycle,draft_latency_ms,draft_latency_evidence,target_verify_latency_ms,target_latency_evidence,rollback_commit_ms,cycle_latency_ms,predicted_real_output_tok_s_per_user,passes_5_tok_s,scientific_result,predicted
conservative_scenario,7,"{""1"":0.4,""2"":0.3,""3"":0.2,""4"":0.1}",2.0,200.40960000187624,E015 CPU BF16 DSpark correctness reference; stale/inadequate as production latency,688.7177670399981,E020 bottom-up worker-level PREDICTED,0.35000000000000003,889.4773670418743,2.248511400184784,False,False,True
public_reference_scenario,7,"{""1"":0.1,""2"":0.15,""3"":0.2,""4"":0.2,""5"":0.15,""6"":0.12,""7"":0.08}",3.8299999999999996,200.40960000187624,E015 CPU BF16 DSpark correctness reference; stale/inadequate as production latency,688.7177670399981,E020 bottom-up worker-level PREDICTED,0.35000000000000003,889.4773670418743,4.305899331353861,False,False,True
optimistic_scenario,7,"{""3"":0.1,""4"":0.15,""5"":0.2,""6"":0.25,""7"":0.3}",5.5,200.40960000187624,E015 CPU BF16 DSpark correctness reference; stale/inadequate as production latency,688.7177670399981,E020 bottom-up worker-level PREDICTED,0.35000000000000003,889.4773670418743,6.1834063505081565,True,False,True
