concurrent_requests,single_user_latency_ms_p50,per_user_tok_s_p50,aggregate_tok_s,average_worker_utilization,queueing_ms_p50,active_worker_seconds_per_token,predicted,corrected_replay_status,prediction_use
1,1008.3387788800039,16.859413082260385,16.859413082260385,0.11311644076278544,0.0,0.6441017999999965,True,FAIL,UNVALIDATED_DIAGNOSTIC_ONLY
2,1310.2030678399983,13.70243907562725,21.09093013798823,0.14150735484950283,301.8642889599945,0.6441017999999905,True,FAIL,UNVALIDATED_DIAGNOSTIC_ONLY
4,1913.9316457599984,9.108825861870226,24.117541697244487,0.16181408352885449,905.5928668799945,0.644101799999992,True,FAIL,UNVALIDATED_DIAGNOSTIC_ONLY
8,3121.3888016001133,5.497710991884665,25.981772748611462,0.17432194369345244,2113.0500227201096,0.6441017999999942,True,FAIL,UNVALIDATED_DIAGNOSTIC_ONLY
16,5536.303113280368,3.0797971230981,27.026308811241663,0.18133014742371345,4527.964334400364,0.6441017999999958,True,FAIL,UNVALIDATED_DIAGNOSTIC_ONLY
