inventory_id,arm,primary_latency_budget_ms,c1_tps,c1_p95,c1_eligible,c8_tps,c8_p95,c8_eligible,c32_tps,c32_p95,c32_eligible,c64_tps,c64_p95,c64_eligible,c128_tps,c128_p95,c128_eligible,selected_slo_concurrency,selected_slo_tps,distance_to_budget_ms_at_next_higher_throughput_point,distance_to_budget_percent
full-mixed-02,U_STRONG,3888.5198908005405,8.743686789529406,1944.2599454002702,True,52.587657047494424,2582.749768333404,True,42.152794687845365,9928.65960776855,False,28.225175661604737,19622.80614631671,False,28.210196215148496,39130.514937774686,False,8,52.587657047494424,,
full-mixed-03,FLEX_FREE,3711.7791433872044,9.216913426566851,1844.4352478135988,True,54.67739178439995,2495.0102678197436,True,44.65923055417346,9474.423219246019,False,30.072730273581453,18701.543186554823,False,29.698133606758073,37163.486398667286,False,8,54.67739178439995,,
full-mixed-03,FLEX_FREE_NO_ALT,3711.7791433872044,9.16002776204662,1855.8895716936022,True,53.89671151172414,2538.7076572470687,True,45.48808493892782,9310.422166540046,False,29.993348014359213,18538.455275106717,False,29.83445912428578,37026.6041199834,False,8,53.89671151172414,,
full-mixed-03,FLEX_POOL,3711.7791433872044,9.216913426566851,1844.4352478135988,True,54.67739178439995,2495.0102678197436,True,44.65923055417346,9474.423219246019,False,30.072730273581453,18701.543186554823,False,29.698133606758073,37163.486398667286,False,8,54.67739178439995,,
full-mixed-03,FLEX_POOL_NO_ALT,3711.7791433872044,9.16002776204662,1855.8895716936022,True,53.89671151172414,2538.7076572470687,True,45.48808493892782,9310.422166540046,False,29.993348014359213,18538.455275106717,False,29.83445912428578,37026.6041199834,False,8,53.89671151172414,,
full-mixed-03,U_STRONG,3711.7791433872044,9.16002776204662,1855.8895716936022,True,53.89671151172414,2538.7076572470687,True,45.48808493892782,9310.422166540046,False,29.993348014359213,18538.455275106717,False,29.83445912428578,37026.6041199834,False,8,53.89671151172414,,
full-mixed-04,FLEX_FREE,5977.696161123109,5.687809999634476,2988.8480805615545,True,25.126145239295724,5116.682196000416,True,20.92306725867796,19703.134100907475,False,14.020612080555937,39406.26820181999,False,13.912761218397389,78812.53640364856,False,8,25.126145239295724,,
full-mixed-04,FLEX_FREE_NO_ALT,5977.696161123109,5.687809999634476,2988.8480805615545,True,24.416449471671612,5347.1627353068325,True,20.641382824263335,20106.01188982486,False,13.811441721639277,40081.211722265376,False,13.736702115389987,80018.87062593823,False,8,24.416449471671612,,
full-mixed-04,FLEX_POOL,5977.696161123109,5.507120317528458,3086.912763808039,True,25.126145239295756,5116.682196000416,True,20.92306725867796,19703.13410090725,False,14.020612080555985,39406.26820182044,False,13.91276121839739,78812.53640364856,False,8,25.126145239295756,,
full-mixed-04,FLEX_POOL_NO_ALT,5977.696161123109,5.507120317528458,3086.912763808039,True,23.298051985669215,5655.4113455463885,True,20.64138282426336,20106.011889824527,False,13.845411431785424,40081.211722266584,False,13.71422746373526,80018.87062593643,False,8,23.298051985669215,,
full-mixed-04,U_STRONG,5977.696161123109,5.687809999634476,2988.8480805615545,True,24.416449471671612,5347.1627353068325,True,20.641382824263335,20106.01188982486,False,13.811441721639277,40081.211722265376,False,13.736702115389987,80018.87062593823,False,8,24.416449471671612,,
full-mixed-05,FLEX_FREE,3749.6803091601323,9.067439673978331,1874.8401545800662,True,49.52493185922716,2727.5909261527995,True,41.9208598478848,10135.999556712415,False,28.42640378972022,19666.364799116236,False,28.08917250576714,39263.35289711286,False,8,49.52493185922716,,
