sample_wall_time_ns,nvidia_timestamp,gpu_name,gpu_utilization_percent,memory_used_mib,memory_total_mib,temperature_c,power_w,sm_clock_mhz
1786735814654834100,2026/08/15 05:30:14.647,NVIDIA GeForce RTX 5090,5,11407,32607,46,64.37,2355
1786735815208001300,2026/08/15 05:30:15.200,NVIDIA GeForce RTX 5090,5,11995,32607,46,65.36,2370
1786735815757286200,2026/08/15 05:30:15.749,NVIDIA GeForce RTX 5090,16,12563,32607,46,65.30,2332
1786735816306011000,2026/08/15 05:30:16.298,NVIDIA GeForce RTX 5090,4,13135,32607,46,65.01,2370
1786735816853072200,2026/08/15 05:30:16.846,NVIDIA GeForce RTX 5090,17,13707,32607,46,65.07,2347
1786735817409564900,2026/08/15 05:30:17.397,NVIDIA GeForce RTX 5090,5,14291,32607,46,65.01,2370
1786735817953628200,2026/08/15 05:30:17.946,NVIDIA GeForce RTX 5090,17,14853,32607,46,64.74,2370
1786735818502266800,2026/08/15 05:30:18.494,NVIDIA GeForce RTX 5090,5,15419,32607,46,65.01,2377
1786735819050625800,2026/08/15 05:30:19.043,NVIDIA GeForce RTX 5090,17,15991,32607,46,64.13,2362
1786735819602164800,2026/08/15 05:30:19.595,NVIDIA GeForce RTX 5090,5,16551,32607,46,64.58,2370
1786735820151751500,2026/08/15 05:30:20.144,NVIDIA GeForce RTX 5090,17,17113,32607,46,64.37,2385
1786735820716319900,2026/08/15 05:30:20.709,NVIDIA GeForce RTX 5090,17,17555,32607,46,64.47,2370
1786735821261572100,2026/08/15 05:30:21.253,NVIDIA GeForce RTX 5090,4,17781,32607,45,60.09,1860
1786735821803133300,2026/08/15 05:30:21.796,NVIDIA GeForce RTX 5090,45,17955,32607,45,45.48,1395
1786735822370699900,2026/08/15 05:30:22.359,NVIDIA GeForce RTX 5090,0,17955,32607,46,68.72,2055
1786735822945698600,2026/08/15 05:30:22.935,NVIDIA GeForce RTX 5090,0,17955,32607,46,64.32,1762
1786735823513925100,2026/08/15 05:30:23.497,NVIDIA GeForce RTX 5090,0,17955,32607,45,45.08,1552
1786735824088851000,2026/08/15 05:30:24.077,NVIDIA GeForce RTX 5090,0,17955,32607,45,36.90,645
1786735824694746100,2026/08/15 05:30:24.655,NVIDIA GeForce RTX 5090,0,17955,32607,45,28.60,577
1786735825273626300,2026/08/15 05:30:25.262,NVIDIA GeForce RTX 5090,0,17955,32607,45,28.60,577
1786735825818154900,2026/08/15 05:30:25.807,NVIDIA GeForce RTX 5090,0,17937,32607,45,16.85,345
1786735826379896500,2026/08/15 05:30:26.371,NVIDIA GeForce RTX 5090,0,17701,32607,44,14.90,180
1786735826940837700,2026/08/15 05:30:26.931,NVIDIA GeForce RTX 5090,0,17473,32607,44,16.41,180
1786735827490769600,2026/08/15 05:30:27.479,NVIDIA GeForce RTX 5090,0,17247,32607,44,16.38,180
1786735828049708300,2026/08/15 05:30:28.042,NVIDIA GeForce RTX 5090,0,17007,32607,44,16.25,180
1786735828598238800,2026/08/15 05:30:28.589,NVIDIA GeForce RTX 5090,0,16769,32607,44,16.47,180
1786735829145533200,2026/08/15 05:30:29.137,NVIDIA GeForce RTX 5090,0,16521,32607,44,16.50,180
1786735829709026200,2026/08/15 05:30:29.699,NVIDIA GeForce RTX 5090,0,16259,32607,44,16.31,180
1786735830272969400,2026/08/15 05:30:30.263,NVIDIA GeForce RTX 5090,0,16019,32607,44,16.23,180
1786735830835651600,2026/08/15 05:30:30.826,NVIDIA GeForce RTX 5090,0,15743,32607,44,16.38,180
1786735831384160400,2026/08/15 05:30:31.375,NVIDIA GeForce RTX 5090,0,15465,32607,44,16.57,180
1786735831944107300,2026/08/15 05:30:31.935,NVIDIA GeForce RTX 5090,0,15165,32607,44,16.77,180
1786735832486324100,2026/08/15 05:30:32.477,NVIDIA GeForce RTX 5090,0,14873,32607,44,16.80,180
1786735833045245000,2026/08/15 05:30:33.037,NVIDIA GeForce RTX 5090,0,14557,32607,44,16.73,180
1786735833591014400,2026/08/15 05:30:33.582,NVIDIA GeForce RTX 5090,0,14259,32607,44,16.80,180
1786735834139086100,2026/08/15 05:30:34.128,NVIDIA GeForce RTX 5090,0,13931,32607,44,16.96,180
1786735834698347600,2026/08/15 05:30:34.688,NVIDIA GeForce RTX 5090,0,13579,32607,44,17.09,172
1786735835257889200,2026/08/15 05:30:35.248,NVIDIA GeForce RTX 5090,0,13215,32607,44,17.16,180
1786735835815596800,2026/08/15 05:30:35.808,NVIDIA GeForce RTX 5090,0,12831,32607,44,17.21,180
1786735836363763700,2026/08/15 05:30:36.355,NVIDIA GeForce RTX 5090,0,12465,32607,44,17.18,180
1786735836906597100,2026/08/15 05:30:36.898,NVIDIA GeForce RTX 5090,0,12045,32607,44,17.11,180
1786735837448524900,2026/08/15 05:30:37.440,NVIDIA GeForce RTX 5090,0,11603,32607,44,17.15,180
1786735838010447900,2026/08/15 05:30:38.000,NVIDIA GeForce RTX 5090,0,11125,32607,44,17.33,180
1786735838556047500,2026/08/15 05:30:38.547,NVIDIA GeForce RTX 5090,0,10511,32607,44,17.39,180
1786735839117515700,2026/08/15 05:30:39.109,NVIDIA GeForce RTX 5090,1,9719,32607,44,17.82,180
1786735839662323300,2026/08/15 05:30:39.654,NVIDIA GeForce RTX 5090,1,8867,32607,44,18.04,180
1786735840225867200,2026/08/15 05:30:40.217,NVIDIA GeForce RTX 5090,1,8129,32607,44,17.81,180
1786735840771927000,2026/08/15 05:30:40.764,NVIDIA GeForce RTX 5090,0,7617,32607,44,17.67,180
1786735841320374400,2026/08/15 05:30:41.312,NVIDIA GeForce RTX 5090,0,5947,32607,44,17.23,180
1786735841932535000,2026/08/15 05:30:41.856,NVIDIA GeForce RTX 5090,4,2305,32607,44,19.18,180
1786735842473441200,2026/08/15 05:30:42.466,NVIDIA GeForce RTX 5090,0,4545,32607,44,18.10,180
1786735843020933700,2026/08/15 05:30:43.013,NVIDIA GeForce RTX 5090,6,4545,32607,45,26.66,1560
1786735843583859100,2026/08/15 05:30:43.576,NVIDIA GeForce RTX 5090,6,4547,32607,46,48.21,2460
1786735844148083900,2026/08/15 05:30:44.140,NVIDIA GeForce RTX 5090,0,2305,32607,46,63.65,2460
1786735844697761000,2026/08/15 05:30:44.689,NVIDIA GeForce RTX 5090,0,2363,32607,46,62.86,2467
1786735845247338000,2026/08/15 05:30:45.239,NVIDIA GeForce RTX 5090,0,2447,32607,45,50.12,592
1786735845795013400,2026/08/15 05:30:45.787,NVIDIA GeForce RTX 5090,0,2557,32607,45,31.34,487
1786735846347569500,2026/08/15 05:30:46.339,NVIDIA GeForce RTX 5090,0,2587,32607,45,19.53,315
1786735846896730100,2026/08/15 05:30:46.889,NVIDIA GeForce RTX 5090,1,2639,32607,45,17.70,225
1786735847445036900,2026/08/15 05:30:47.436,NVIDIA GeForce RTX 5090,47,2927,32607,45,19.22,510
1786735848064968600,2026/08/15 05:30:48.029,NVIDIA GeForce RTX 5090,50,2305,32607,46,23.63,540
1786735848657846300,2026/08/15 05:30:48.640,NVIDIA GeForce RTX 5090,0,2305,32607,45,23.50,600
1786735849226906000,2026/08/15 05:30:49.204,NVIDIA GeForce RTX 5090,0,2305,32607,45,16.11,600
1786735849987864800,2026/08/15 05:30:49.970,NVIDIA GeForce RTX 5090,0,2305,32607,45,13.26,345
1786735850563729400,2026/08/15 05:30:50.547,NVIDIA GeForce RTX 5090,0,2305,32607,45,13.26,345
1786735851266528300,2026/08/15 05:30:51.239,NVIDIA GeForce RTX 5090,0,2305,32607,45,12.84,180
1786735851845725100,2026/08/15 05:30:51.837,NVIDIA GeForce RTX 5090,0,2329,32607,44,12.67,180
1786735852396012600,2026/08/15 05:30:52.388,NVIDIA GeForce RTX 5090,17,2803,32607,46,25.24,2242
1786735852942685200,2026/08/15 05:30:52.935,NVIDIA GeForce RTX 5090,5,3383,32607,46,34.95,2347
1786735853489639500,2026/08/15 05:30:53.481,NVIDIA GeForce RTX 5090,17,3975,32607,46,64.32,2332
1786735854041416500,2026/08/15 05:30:54.033,NVIDIA GeForce RTX 5090,17,4571,32607,46,64.53,2362
1786735854588518000,2026/08/15 05:30:54.580,NVIDIA GeForce RTX 5090,5,5159,32607,46,64.89,2370
1786735855140256500,2026/08/15 05:30:55.133,NVIDIA GeForce RTX 5090,5,5761,32607,46,65.37,2347
1786735855690080100,2026/08/15 05:30:55.682,NVIDIA GeForce RTX 5090,17,6351,32607,46,65.36,2325
1786735856237762800,2026/08/15 05:30:56.231,NVIDIA GeForce RTX 5090,17,6933,32607,46,64.63,2362
1786735856788401500,2026/08/15 05:30:56.781,NVIDIA GeForce RTX 5090,5,7527,32607,47,65.17,2370
1786735857335714000,2026/08/15 05:30:57.328,NVIDIA GeForce RTX 5090,4,8087,32607,47,64.49,2377
1786735857878457000,2026/08/15 05:30:57.870,NVIDIA GeForce RTX 5090,4,8653,32607,47,64.90,2347
1786735858421407300,2026/08/15 05:30:58.413,NVIDIA GeForce RTX 5090,5,9207,32607,47,65.00,2347
1786735858964473600,2026/08/15 05:30:58.956,NVIDIA GeForce RTX 5090,16,9761,32607,47,64.02,2385
1786735859511560900,2026/08/15 05:30:59.503,NVIDIA GeForce RTX 5090,17,10295,32607,47,64.59,2347
1786735860054165700,2026/08/15 05:31:00.045,NVIDIA GeForce RTX 5090,4,10841,32607,47,65.19,2370
1786735860597790900,2026/08/15 05:31:00.589,NVIDIA GeForce RTX 5090,16,11407,32607,47,64.13,2377
1786735861142206200,2026/08/15 05:31:01.134,NVIDIA GeForce RTX 5090,17,11931,32607,47,64.57,2362
1786735861689889000,2026/08/15 05:31:01.682,NVIDIA GeForce RTX 5090,5,12515,32607,47,64.56,2362
1786735862237814000,2026/08/15 05:31:02.230,NVIDIA GeForce RTX 5090,4,13067,32607,47,64.58,2355
1786735862791112700,2026/08/15 05:31:02.782,NVIDIA GeForce RTX 5090,5,13635,32607,47,64.54,2370
1786735863337322500,2026/08/15 05:31:03.330,NVIDIA GeForce RTX 5090,4,14223,32607,47,64.82,2377
1786735863882876400,2026/08/15 05:31:03.875,NVIDIA GeForce RTX 5090,5,14791,32607,47,65.57,2355
1786735864431837900,2026/08/15 05:31:04.424,NVIDIA GeForce RTX 5090,4,15361,32607,47,64.94,2377
1786735864981157900,2026/08/15 05:31:04.974,NVIDIA GeForce RTX 5090,5,15923,32607,47,64.93,2377
1786735865532064100,2026/08/15 05:31:05.524,NVIDIA GeForce RTX 5090,5,16489,32607,47,65.10,2370
1786735866078697900,2026/08/15 05:31:06.071,NVIDIA GeForce RTX 5090,16,17029,32607,47,63.77,2355
1786735866628679900,2026/08/15 05:31:06.621,NVIDIA GeForce RTX 5090,17,17555,32607,47,64.67,2347
1786735867173322400,2026/08/15 05:31:07.166,NVIDIA GeForce RTX 5090,11,17727,32607,46,58.70,1672
1786735867718952900,2026/08/15 05:31:07.711,NVIDIA GeForce RTX 5090,45,17935,32607,47,44.06,1395
1786735868281188100,2026/08/15 05:31:08.271,NVIDIA GeForce RTX 5090,7,17957,32607,47,44.46,1927
1786735868860892600,2026/08/15 05:31:08.849,NVIDIA GeForce RTX 5090,0,17957,32607,47,71.23,1725
1786735869440225800,2026/08/15 05:31:09.432,NVIDIA GeForce RTX 5090,0,17957,32607,46,44.85,1545
1786735870004977200,2026/08/15 05:31:09.994,NVIDIA GeForce RTX 5090,0,17957,32607,46,37.53,735
1786735870572943400,2026/08/15 05:31:10.561,NVIDIA GeForce RTX 5090,0,17957,32607,46,32.56,652
1786735871120194600,2026/08/15 05:31:11.108,NVIDIA GeForce RTX 5090,0,17957,32607,46,32.56,652
1786735871699967000,2026/08/15 05:31:11.688,NVIDIA GeForce RTX 5090,0,17957,32607,46,17.27,397
1786735872257404000,2026/08/15 05:31:12.249,NVIDIA GeForce RTX 5090,0,17775,32607,46,17.04,262
1786735872804467600,2026/08/15 05:31:12.794,NVIDIA GeForce RTX 5090,0,17557,32607,46,16.58,202
1786735873351077000,2026/08/15 05:31:13.340,NVIDIA GeForce RTX 5090,0,17335,32607,46,16.28,180
1786735873910976800,2026/08/15 05:31:13.903,NVIDIA GeForce RTX 5090,0,17097,32607,45,16.42,180
1786735874455316400,2026/08/15 05:31:14.447,NVIDIA GeForce RTX 5090,0,16859,32607,45,16.42,180
1786735875019626100,2026/08/15 05:31:15.010,NVIDIA GeForce RTX 5090,0,16611,32607,45,16.53,180
1786735875580489500,2026/08/15 05:31:15.571,NVIDIA GeForce RTX 5090,0,16349,32607,45,16.57,180
1786735876128214100,2026/08/15 05:31:16.119,NVIDIA GeForce RTX 5090,0,16109,32607,45,16.31,180
1786735876689692300,2026/08/15 05:31:16.679,NVIDIA GeForce RTX 5090,0,15847,32607,45,16.27,180
1786735877251339100,2026/08/15 05:31:17.242,NVIDIA GeForce RTX 5090,0,15569,32607,45,16.35,180
1786735877812040500,2026/08/15 05:31:17.802,NVIDIA GeForce RTX 5090,0,15279,32607,45,16.49,180
1786735878355109300,2026/08/15 05:31:18.347,NVIDIA GeForce RTX 5090,0,14989,32607,45,16.39,180
1786735878917069300,2026/08/15 05:31:18.907,NVIDIA GeForce RTX 5090,0,14681,32607,45,16.60,180
1786735879482817500,2026/08/15 05:31:19.472,NVIDIA GeForce RTX 5090,0,14385,32607,45,16.55,180
1786735880044731300,2026/08/15 05:31:20.035,NVIDIA GeForce RTX 5090,0,14059,32607,45,16.39,180
1786735880588813600,2026/08/15 05:31:20.580,NVIDIA GeForce RTX 5090,0,13733,32607,45,16.51,180
1786735881139385600,2026/08/15 05:31:21.130,NVIDIA GeForce RTX 5090,0,13385,32607,45,16.45,180
1786735881701192100,2026/08/15 05:31:21.692,NVIDIA GeForce RTX 5090,0,13015,32607,45,16.54,180
1786735882245534500,2026/08/15 05:31:22.235,NVIDIA GeForce RTX 5090,0,12635,32607,45,16.60,180
1786735882805694700,2026/08/15 05:31:22.796,NVIDIA GeForce RTX 5090,0,12227,32607,45,16.50,180
1786735883352172200,2026/08/15 05:31:23.344,NVIDIA GeForce RTX 5090,0,11799,32607,45,16.41,180
1786735883911981300,2026/08/15 05:31:23.904,NVIDIA GeForce RTX 5090,0,11327,32607,45,16.44,180
1786735884459719000,2026/08/15 05:31:24.451,NVIDIA GeForce RTX 5090,0,10859,32607,45,16.68,180
1786735885005166500,2026/08/15 05:31:24.997,NVIDIA GeForce RTX 5090,1,10147,32607,45,16.96,180
1786735885548317000,2026/08/15 05:31:25.541,NVIDIA GeForce RTX 5090,1,9349,32607,45,17.34,180
1786735886095186600,2026/08/15 05:31:26.087,NVIDIA GeForce RTX 5090,1,8491,32607,45,17.70,172
1786735886659537900,2026/08/15 05:31:26.650,NVIDIA GeForce RTX 5090,1,7909,32607,45,17.86,180
1786735887205487400,2026/08/15 05:31:27.197,NVIDIA GeForce RTX 5090,0,7395,32607,45,17.29,180
1786735887748534600,2026/08/15 05:31:27.740,NVIDIA GeForce RTX 5090,1,5215,32607,45,17.09,180
1786735888296045200,2026/08/15 05:31:28.287,NVIDIA GeForce RTX 5090,2,2305,32607,45,18.65,180
1786735888859168100,2026/08/15 05:31:28.852,NVIDIA GeForce RTX 5090,85,4545,32607,45,18.97,180
1786735889407356600,2026/08/15 05:31:29.399,NVIDIA GeForce RTX 5090,6,4545,32607,47,31.03,2460
1786735889973666100,2026/08/15 05:31:29.966,NVIDIA GeForce RTX 5090,0,4547,32607,47,52.65,2460
1786735890522263700,2026/08/15 05:31:30.513,NVIDIA GeForce RTX 5090,0,2307,32607,47,63.76,2460
1786735891069381700,2026/08/15 05:31:31.060,NVIDIA GeForce RTX 5090,1,2363,32607,47,63.02,2460
1786735891615900800,2026/08/15 05:31:31.607,NVIDIA GeForce RTX 5090,0,2447,32607,46,48.15,547
1786735892164017300,2026/08/15 05:31:32.155,NVIDIA GeForce RTX 5090,0,2571,32607,46,32.95,435
1786735892711095200,2026/08/15 05:31:32.703,NVIDIA GeForce RTX 5090,0,2613,32607,46,25.62,375
1786735893257378600,2026/08/15 05:31:33.248,NVIDIA GeForce RTX 5090,5,2639,32607,46,21.38,300
1786735893801639900,2026/08/15 05:31:33.793,NVIDIA GeForce RTX 5090,0,3015,32607,46,19.83,247
1786735894488014500,2026/08/15 05:31:34.451,NVIDIA GeForce RTX 5090,1,2305,32607,46,29.36,1237
1786735895138834700,2026/08/15 05:31:35.044,NVIDIA GeForce RTX 5090,0,2305,32607,46,35.93,1440
1786735895743513000,2026/08/15 05:31:35.716,NVIDIA GeForce RTX 5090,0,2305,32607,46,43.13,1440
1786735896384756300,2026/08/15 05:31:36.371,NVIDIA GeForce RTX 5090,0,2305,32607,46,34.29,1432
1786735896974742700,2026/08/15 05:31:36.951,NVIDIA GeForce RTX 5090,0,2305,32607,46,34.29,1432
1786735897597091800,2026/08/15 05:31:37.575,NVIDIA GeForce RTX 5090,0,2305,32607,46,16.34,195
1786735898488699700,2026/08/15 05:31:38.353,NVIDIA GeForce RTX 5090,0,2305,32607,46,13.62,180
1786735899036440800,2026/08/15 05:31:39.028,NVIDIA GeForce RTX 5090,29,2615,32607,46,16.68,802
1786735899583663600,2026/08/15 05:31:39.576,NVIDIA GeForce RTX 5090,17,3149,32607,47,37.76,2227
1786735900135537700,2026/08/15 05:31:40.128,NVIDIA GeForce RTX 5090,17,3725,32607,47,59.36,2362
1786735900683831800,2026/08/15 05:31:40.676,NVIDIA GeForce RTX 5090,17,4295,32607,47,63.85,2340
1786735901232559700,2026/08/15 05:31:41.224,NVIDIA GeForce RTX 5090,17,4881,32607,47,64.64,2362
1786735901780429600,2026/08/15 05:31:41.773,NVIDIA GeForce RTX 5090,4,5475,32607,47,64.99,2362
1786735902334362600,2026/08/15 05:31:42.327,NVIDIA GeForce RTX 5090,4,6063,32607,47,65.87,2340
1786735902884031500,2026/08/15 05:31:42.876,NVIDIA GeForce RTX 5090,17,6651,32607,48,65.45,2355
1786735903433753300,2026/08/15 05:31:43.426,NVIDIA GeForce RTX 5090,5,7235,32607,48,65.31,2370
1786735903981249500,2026/08/15 05:31:43.973,NVIDIA GeForce RTX 5090,17,7809,32607,48,65.08,2377
1786735904526719300,2026/08/15 05:31:44.519,NVIDIA GeForce RTX 5090,17,8361,32607,48,64.60,2355
1786735905078684400,2026/08/15 05:31:45.071,NVIDIA GeForce RTX 5090,17,8945,32607,48,65.11,2392
1786735905626267200,2026/08/15 05:31:45.619,NVIDIA GeForce RTX 5090,17,9513,32607,48,64.96,2377
1786735906176198800,2026/08/15 05:31:46.169,NVIDIA GeForce RTX 5090,17,10079,32607,48,64.92,2355
1786735906721247200,2026/08/15 05:31:46.714,NVIDIA GeForce RTX 5090,5,10641,32607,48,65.27,2355
1786735907265511200,2026/08/15 05:31:47.258,NVIDIA GeForce RTX 5090,17,11199,32607,48,64.78,2370
1786735907814141500,2026/08/15 05:31:47.807,NVIDIA GeForce RTX 5090,17,11775,32607,48,65.02,2385
1786735908361786600,2026/08/15 05:31:48.354,NVIDIA GeForce RTX 5090,17,12331,32607,48,65.06,2370
1786735908912347500,2026/08/15 05:31:48.906,NVIDIA GeForce RTX 5090,17,12897,32607,48,65.25,2377
1786735909461593300,2026/08/15 05:31:49.454,NVIDIA GeForce RTX 5090,17,13475,32607,48,65.29,2340
1786735910008864600,2026/08/15 05:31:50.001,NVIDIA GeForce RTX 5090,17,14035,32607,48,64.98,2370
1786735910557407100,2026/08/15 05:31:50.550,NVIDIA GeForce RTX 5090,17,14621,32607,48,64.97,2340
1786735911108383900,2026/08/15 05:31:51.101,NVIDIA GeForce RTX 5090,17,15189,32607,48,65.37,2362
1786735911657315800,2026/08/15 05:31:51.650,NVIDIA GeForce RTX 5090,16,15735,32607,48,65.23,2347
1786735912207552700,2026/08/15 05:31:52.200,NVIDIA GeForce RTX 5090,5,16297,32607,48,65.12,2355
1786735912754444000,2026/08/15 05:31:52.746,NVIDIA GeForce RTX 5090,5,16875,32607,48,64.37,2362
1786735913304148600,2026/08/15 05:31:53.297,NVIDIA GeForce RTX 5090,5,17435,32607,48,65.23,2362
1786735913852185100,2026/08/15 05:31:53.845,NVIDIA GeForce RTX 5090,18,17637,32607,47,54.51,1252
1786735914396431000,2026/08/15 05:31:54.389,NVIDIA GeForce RTX 5090,13,17879,32607,48,45.02,1762
1786735914941030800,2026/08/15 05:31:54.933,NVIDIA GeForce RTX 5090,32,17965,32607,51,64.29,2287
1786735915504587200,2026/08/15 05:31:55.494,NVIDIA GeForce RTX 5090,0,17965,32607,48,87.93,1852
1786735916082530900,2026/08/15 05:31:56.071,NVIDIA GeForce RTX 5090,0,17965,32607,48,80.26,1845
1786735916650408200,2026/08/15 05:31:56.639,NVIDIA GeForce RTX 5090,0,17965,32607,47,43.88,1245
1786735917215825100,2026/08/15 05:31:57.204,NVIDIA GeForce RTX 5090,0,17965,32607,47,37.56,997
1786735917772211300,2026/08/15 05:31:57.762,NVIDIA GeForce RTX 5090,0,17965,32607,47,35.84,997
1786735918337625200,2026/08/15 05:31:58.327,NVIDIA GeForce RTX 5090,0,17965,32607,47,35.84,997
1786735918882914400,2026/08/15 05:31:58.873,NVIDIA GeForce RTX 5090,0,17887,32607,47,21.97,367
1786735919430617800,2026/08/15 05:31:59.421,NVIDIA GeForce RTX 5090,0,17659,32607,47,17.08,277
1786735919996881800,2026/08/15 05:31:59.985,NVIDIA GeForce RTX 5090,0,17423,32607,47,16.76,210
1786735920556255200,2026/08/15 05:32:00.547,NVIDIA GeForce RTX 5090,0,17179,32607,47,16.60,180
1786735921118570600,2026/08/15 05:32:01.108,NVIDIA GeForce RTX 5090,0,16939,32607,47,16.56,180
1786735921664322300,2026/08/15 05:32:01.654,NVIDIA GeForce RTX 5090,0,16699,32607,47,16.61,180
1786735922209583400,2026/08/15 05:32:02.201,NVIDIA GeForce RTX 5090,0,16449,32607,46,16.59,180
1786735922757948200,2026/08/15 05:32:02.745,NVIDIA GeForce RTX 5090,0,16193,32607,46,16.47,180
1786735923299169000,2026/08/15 05:32:03.289,NVIDIA GeForce RTX 5090,0,15957,32607,46,16.66,172
1786735923857911300,2026/08/15 05:32:03.849,NVIDIA GeForce RTX 5090,0,15693,32607,46,16.56,180
1786735924402462000,2026/08/15 05:32:04.393,NVIDIA GeForce RTX 5090,0,15433,32607,46,16.39,180
1786735924961689900,2026/08/15 05:32:04.951,NVIDIA GeForce RTX 5090,0,15137,32607,46,16.51,180
1786735925520601600,2026/08/15 05:32:05.512,NVIDIA GeForce RTX 5090,0,14841,32607,46,16.58,180
1786735926080769900,2026/08/15 05:32:06.072,NVIDIA GeForce RTX 5090,0,14531,32607,46,16.71,180
1786735926643257500,2026/08/15 05:32:06.634,NVIDIA GeForce RTX 5090,0,14219,32607,46,16.96,180
1786735927203602700,2026/08/15 05:32:07.195,NVIDIA GeForce RTX 5090,0,13883,32607,46,17.03,180
1786735927747045900,2026/08/15 05:32:07.738,NVIDIA GeForce RTX 5090,0,13547,32607,46,17.07,180
1786735928310193200,2026/08/15 05:32:08.301,NVIDIA GeForce RTX 5090,0,13179,32607,46,16.93,180
1786735928869109600,2026/08/15 05:32:08.861,NVIDIA GeForce RTX 5090,0,12791,32607,46,16.93,180
1786735929417208900,2026/08/15 05:32:09.408,NVIDIA GeForce RTX 5090,0,12413,32607,46,16.98,180
1786735929976058900,2026/08/15 05:32:09.966,NVIDIA GeForce RTX 5090,0,11985,32607,46,17.14,180
1786735930537495000,2026/08/15 05:32:10.529,NVIDIA GeForce RTX 5090,0,11533,32607,46,17.35,180
1786735931102532900,2026/08/15 05:32:11.095,NVIDIA GeForce RTX 5090,0,11041,32607,46,17.34,180
1786735931663842200,2026/08/15 05:32:11.656,NVIDIA GeForce RTX 5090,0,10385,32607,46,17.36,180
1786735932222349000,2026/08/15 05:32:12.214,NVIDIA GeForce RTX 5090,1,9619,32607,46,17.68,180
1786735932769086600,2026/08/15 05:32:12.760,NVIDIA GeForce RTX 5090,1,8805,32607,46,17.92,180
1786735933327709000,2026/08/15 05:32:13.320,NVIDIA GeForce RTX 5090,1,8053,32607,46,18.05,180
1786735933889555100,2026/08/15 05:32:13.880,NVIDIA GeForce RTX 5090,0,7513,32607,46,17.67,180
1786735934432791700,2026/08/15 05:32:14.425,NVIDIA GeForce RTX 5090,2,5711,32607,46,17.87,180
1786735935058178200,2026/08/15 05:32:15.050,NVIDIA GeForce RTX 5090,3,2305,32607,46,19.14,180
