evidence_class,layer,attention_type,candidate_type,worker_id,partition_degree,chunk_rows,direct_native_service_ms,cuda_wall_ms,host_wall_ms,host_minus_cuda_ms,physical_launches,resident_weight_bytes,persistent_state_bytes,resident_bytes,worker_protocol_overhead_ms,protocol_p90_ms,checkpoint_reads_in_timed_region,state_mutated,complete_dag_correctness,relative_l2,routes_exact,state_exact,no_nan_inf,production_native_binding,service_source
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-00,8,4,0.6586,0.633247971534729,0.6586,0.02535202846527096,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-01,8,4,0.6501,0.6235520243644714,0.6501,0.026547975635528576,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-02,8,4,0.6636,0.6363840103149414,0.6636,0.02721598968505856,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-03,8,4,0.6812,0.6555200219154358,0.6812,0.025679978084564237,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-04,8,4,0.6774,0.651423990726471,0.6774,0.025976009273529055,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-05,8,4,0.6833,0.6574400067329407,0.6833,0.025859993267059345,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-06,8,4,0.6831,0.6578879952430725,0.6831,0.02521200475692753,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,KDA_SHARD,kda.layer-45.p8.worker-07,8,4,0.682,0.656063973903656,0.682,0.025936026096344045,8,32102448,860160,32962608,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,REDUCTION_CONTRIBUTION,layer-45.attention.reducer,8,4,0.1111,0.09910400211811066,0.1111,0.011995997881889348,8,0,0,0,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-00,8,4,0.0835,0.06204799935221672,0.0835,0.021452000647783284,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-01,8,4,0.0582,0.044544000178575516,0.0582,0.013655999821424486,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-02,8,4,0.0824,0.06204799935221672,0.0824,0.02035200064778328,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-03,8,4,0.0836,0.06278400123119354,0.0836,0.02081599876880645,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-04,8,4,0.0835,0.0629120022058487,0.0835,0.02058799779415131,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-05,8,4,0.0827,0.061983998864889145,0.0827,0.02071600113511085,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-06,8,4,0.0873,0.0663359984755516,0.0873,0.020964001524448397,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,latent-down.layer-45.worker-07,8,4,0.083,0.06204799935221672,0.083,0.020952000647783284,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-00,8,4,0.6767,0.5614719986915588,0.6767,0.11522800130844113,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-01,8,4,0.6479,0.5594879984855652,0.6479,0.08841200151443485,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-02,8,4,0.6357,0.5593600273132324,0.6357,0.07633997268676762,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-03,8,4,0.6308,0.5589759945869446,0.6308,0.07182400541305545,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-04,8,4,0.6296,0.5595840215682983,0.6296,0.07001597843170171,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-05,8,4,0.6307,0.560479998588562,0.6307,0.07022000141143803,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-06,8,4,0.6308,0.5601919889450073,0.6308,0.0706080110549927,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,EXPERT_STRIPE,layer-45.expert-bank.worker-07,8,4,0.6289,0.5587520003318787,0.6289,0.07014799966812135,2,1965293568,0,1965293568,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,REDUCTION_CONTRIBUTION,layer-45.expert_stripe_bank.reducer,8,4,0.135,0.12137600034475327,0.135,0.013623999655246744,8,0,0,0,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-00,8,4,0.0821,0.07318399846553802,0.0821,0.008916001534461981,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-01,8,4,0.0797,0.07110399752855301,0.0797,0.008596002471446984,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-02,8,4,0.0797,0.07110399752855301,0.0797,0.008596002471446984,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-03,8,4,0.0798,0.07100799679756165,0.0798,0.00879200320243835,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-04,8,4,0.0794,0.07072000205516815,0.0794,0.008679997944831847,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-05,8,4,0.0795,0.07103999704122543,0.0795,0.008460002958774568,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-06,8,4,0.0798,0.07110399752855301,0.0798,0.008696002471446987,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,PROJECTION_SHARD,layer-45.latent_up_projection_stripe.worker-07,8,4,0.0797,0.07119999825954437,0.0797,0.00850000174045562,1,1806336,0,1806336,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,REDUCTION_CONTRIBUTION,layer-45.latent_up_projection_stripe.reducer,8,4,0.1197,0.10902400314807892,0.1197,0.010675996851921082,8,0,0,0,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-00,8,4,0.2,0.1799039989709854,0.2,0.0200960010290146,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-01,8,4,0.2158,0.19500799477100372,0.2158,0.02079200522899627,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-02,8,4,0.2142,0.1934400051832199,0.2142,0.020759994816780092,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-03,8,4,0.2013,0.18025599420070648,0.2013,0.021044005799293525,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-04,8,4,0.2162,0.19510400295257568,0.2162,0.02109599704742432,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-05,8,4,0.199,0.17868800461292267,0.199,0.020311995387077342,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-06,8,4,0.1995,0.17801600694656372,0.1995,0.02148399305343629,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,SHARED_EXPERT_SHARD,layer-45.shared_expert_stripe.worker-07,8,4,0.2155,0.1942719966173172,0.2155,0.021228003382682797,1,9289728,0,9289728,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,REDUCTION_CONTRIBUTION,layer-45.shared_expert_stripe.reducer,8,4,0.1166,0.10185600072145462,0.1166,0.014743999278545375,8,0,0,0,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,REDUCTION_CONTRIBUTION,layer-45.routed_shared.reducer,8,4,0.0497,0.03868800029158592,0.0497,0.011011999708414079,2,0,0,0,0.278,0.2903,0,False,PASS,7.139073717792706e-08,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,45,KDA,COMPLETE_SHARDED_LAYER_DAG,single-gpu-ordered-replay,8,4,50.8809,,50.8809,,130,,,18215403520,0.278,0.2903,0,True,PASS,7.139073717792706e-08,True,True,True,True,resident ordered complete sharded K3 layer DAG
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-00,8,4,0.6523,0.6268479824066162,0.6523,0.02545201759338378,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-01,8,4,0.6398,0.6154239773750305,0.6398,0.024376022624969518,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-02,8,4,0.655,0.6296640038490295,0.655,0.025335996150970486,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-03,8,4,0.6512,0.6248959898948669,0.6512,0.026304010105133058,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-04,8,4,0.6532,0.6262720227241516,0.6532,0.02692797727584839,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-05,8,4,0.6552,0.6297280192375183,0.6552,0.025471980762481694,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-06,8,4,0.6483,0.6240959763526917,0.6483,0.024204023647308337,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,KDA_SHARD,kda.layer-89.p8.worker-07,8,4,0.6525,0.6270080208778381,0.6525,0.025491979122161834,8,32102448,860160,32962608,0.2785,0.2905,0,True,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,REDUCTION_CONTRIBUTION,layer-89.attention.reducer,8,4,0.1397,0.12451200187206268,0.1397,0.015187998127937308,8,0,0,0,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-00,8,4,0.095,0.07407999783754349,0.095,0.020920002162456514,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-01,8,4,0.0582,0.04460800066590309,0.0582,0.01359199933409691,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-02,8,4,0.0851,0.0642239972949028,0.0851,0.020876002705097194,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-03,8,4,0.0842,0.06345599889755249,0.0842,0.020744001102447507,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-04,8,4,0.0847,0.06380800157785416,0.0847,0.02089199842214584,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-05,8,4,0.0851,0.06454399973154068,0.0851,0.020556000268459315,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-06,8,4,0.0884,0.06761600077152252,0.0884,0.020783999228477484,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,latent-down.layer-89.worker-07,8,4,0.0839,0.06300800293684006,0.0839,0.020891997063159945,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-00,8,4,0.6469,0.5482239723205566,0.6469,0.09867602767944339,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-01,8,4,0.6234,0.5455359816551208,0.6234,0.0778640183448791,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-02,8,4,0.6165,0.5471360087394714,0.6165,0.06936399126052861,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-03,8,4,0.6195,0.5483520030975342,0.6195,0.07114799690246587,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-04,8,4,0.6216,0.5483520030975342,0.6216,0.07324799690246586,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-05,8,4,0.6162,0.5479360222816467,0.6162,0.06826397771835324,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-06,8,4,0.6149,0.5472000241279602,0.6149,0.0676999758720398,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,EXPERT_STRIPE,layer-89.expert-bank.worker-07,8,4,0.6139,0.5479999780654907,0.6139,0.06590002193450928,2,1965293568,0,1965293568,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,REDUCTION_CONTRIBUTION,layer-89.expert_stripe_bank.reducer,8,4,0.1269,0.11542399972677231,0.1269,0.011476000273227704,8,0,0,0,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-00,8,4,0.0818,0.07318399846553802,0.0818,0.008616001534461973,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-01,8,4,0.0806,0.07209599763154984,0.0806,0.00850400236845017,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-02,8,4,0.0796,0.07081600278615952,0.0796,0.008783997213840489,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-03,8,4,0.08,0.07155200093984604,0.08,0.008447999060153963,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-04,8,4,0.0799,0.0713919997215271,0.0799,0.0085080002784729,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-05,8,4,0.0799,0.0711359977722168,0.0799,0.008764002227783202,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-06,8,4,0.0796,0.0711359977722168,0.0796,0.008464002227783207,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,PROJECTION_SHARD,layer-89.latent_up_projection_stripe.worker-07,8,4,0.0794,0.07110399752855301,0.0794,0.00829600247144699,1,1806336,0,1806336,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,REDUCTION_CONTRIBUTION,layer-89.latent_up_projection_stripe.reducer,8,4,0.1112,0.09929600358009338,0.1112,0.01190399641990661,8,0,0,0,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
PHYSICAL,89,KDA,SHARED_EXPERT_SHARD,layer-89.shared_expert_stripe.worker-00,8,4,0.1997,0.17955200374126434,0.1997,0.020147996258735645,1,9289728,0,9289728,0.2785,0.2905,0,False,PASS,1.5342016645146827e-07,True,True,True,True,resident ordered K3 shard DAG operation record
