scenario,cell_count,median_gap_closure_percent,maximum_gap_closure_percent,maximum_d_regression_percent
COMMODITY_GOOD,24,26.09327609763703,27.64100916803443,0.0
COMMODITY_REGIONAL,24,5.59484605214053,17.396994834720736,0.0
COMMODITY_WAN,24,11.519992844720493,19.151227533607628,0.0
