schema_version,memory_cap_gib,stripe_degree,depth_span,chunk_rows,block_candidates,maximum_context,hardware_class,expert_allocation_overhead_factor,block,chunk,local_profile,inter_pod_profile,compute_slowdown,heterogeneity,jitter_fraction,activation_strategy,placement_family,target_pass_ms,exact_tok_s_per_user,total_physical_compute_work_ms,critical_path_compute_ms,network_critical_path_ms,total_network_bytes,network_bytes_per_accepted_token,worker_seconds_per_accepted_token,average_worker_utilization,p50_worker_utilization,p95_worker_utilization,active_workers,active_workers_per_token,active_workers_per_chunk,peak_simultaneous_workers,total_task_count,all_compute_resources_are_microworkers,evidence_class
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,814.0364457599978,20.883585849929016,14608.16800000002,232.51699999999929,581.519445759997,2398569712,141092336.0,0.8593040000000012,0.04772699163613677,0.04454468861789859,0.069786678834708,376,376,376,57,118932,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,1.5,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,930.294945759992,18.27377443839822,21912.25199999998,348.77550000000025,581.5194457599969,2398569712,141092336.0,1.2889559999999987,0.06264385958781911,0.05846694131565497,0.09159820806119312,376,376,376,59,118932,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,2.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1046.5534457599942,16.24379535404884,29216.33600000004,465.0339999999986,581.519445759997,2398569712,141092336.0,1.7186080000000024,0.07424658682401918,0.06929603098037236,0.10856378186925034,376,376,376,77,118932,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,2.5,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1162.8119457599917,14.619732848452227,36520.41999999992,581.2924999999996,581.5194457599969,2398569712,141092336.0,2.148259999999995,0.0835292215133403,0.07795972541437138,0.12213690314918187,376,376,376,68,118932,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,3.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1279.0704457599911,13.290902042458681,43824.50399999996,697.5510000000003,581.5194457599969,2398569712,141092336.0,2.5779119999999973,0.09112440389914547,0.0850484821696929,0.13324262206585266,376,376,376,74,118932,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model
