scenario,slow_critical_worker_id,diagnostic_tok_s_per_user,exact_tok_s_per_user,target_pass_ms,straggler_amplification,average_worker_utilization,admissible,evidence_class
homogeneous,,10.17070678190609,,1671.4669260000076,1.0,0.012567554286017106,False,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY
random_plus_minus_20_percent_compute,,10.075164592910923,,1687.3173478437784,1.0094829407613242,0.012455871538627955,False,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY
ten_percent_workers_1p5x_slower,,9.920121281115232,,1713.688726000015,1.0252603263296682,0.012854759860205876,False,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY
ten_percent_workers_2x_slower,,9.668017752432332,,1758.3749260000116,1.0519950461765843,0.013109754026347674,False,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY
network_jitter_plus_minus_20_percent,,10.020981105016016,,1696.4406799939604,1.0149412193597618,0.012382543980177378,False,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY
single_2x_slow_worker_on_reduction_critical_path,pod-000.worker-00,10.1499110456422,,1674.8915260000076,1.0020488589673715,0.012591381001724307,False,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY
