memory_cap_gib,worker_count,machine_count,one_worker_per_machine,whole_layers_owned,complete_model_whole_layer_placement_possible,block,chunk,regime,rtt_ms,bandwidth_gbps,target_pass_ms,exact_tok_s_per_user,network_bytes_per_accepted_token,active_worker_seconds_per_accepted_token,average_worker_utilization,evidence_class,headline_swarm_result
20,93,93,True,True,True,7,1,B,1.0,10.0,454.68960920000075,17.59442010138636,2637824.0,0.3735347000000001,0.07066802617468089,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,7,2,B,1.0,10.0,583.5364684000002,13.709511629899012,2637824.0,0.2562407000000002,0.03777349308283294,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,7,4,B,1.0,10.0,804.8770368000021,9.939406436299985,2637824.0,0.18459125000000007,0.019728252240157628,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,12,1,B,1.0,10.0,475.5033592000009,27.339449340319142,2637824.0,0.3735346999999998,0.10980895706990655,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,12,2,B,1.0,10.0,598.9853184000002,21.70337001702377,2637824.0,0.26526331538461523,0.061904385868115926,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,12,4,B,1.0,10.0,817.2053868000022,15.907873601892371,2637824.0,0.1991253615384615,0.034060871852526535,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,16,1,B,1.0,10.0,492.15435920000095,34.542008380528365,2637824.0,0.3735346999999998,0.13873805094428118,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,16,2,B,1.0,10.0,610.2714184000002,27.85645777836086,2637824.0,0.2631403470588236,0.07881890287771336,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
20,93,93,True,True,True,16,4,B,1.0,10.0,825.3709868000024,20.596798617685494,2637824.0,0.1957055705882356,0.04334309920177544,PHYSICAL_SINGLE_MACHINE service + SHAPED_NETWORK whole-layer control,False
