scenario,available_node_budget,placement_sha256,concurrency,active_node_count,d_output_tps,current_on_d_placement_output_tps,execution_only_throughput_improvement_percent,d_cost_per_M,current_on_d_placement_cost_per_M,execution_only_cost_reduction_percent,placement_identical,service_table_identical,only_execution_semantics_changed,status
COMMODITY_GOOD,192,a4b1e66121c7632cfc16585a40ad819f7106bec92e254160e1133bf8d0e22279,1,192,0.6501359571855421,0.4996164464691748,30.1270127875292,12305.118508799664,16012.283135466361,23.15200521564301,True,True,True,PASS
