architecture,scenario,available_node_budget,placement_sha256,concurrency,status,active_sequence_count,microbatch_count,microbatch_sizes,warmup_steps_per_batch,measured_decode_steps,measured_output_tokens,measurement_window_ms,aggregate_output_tokens_per_second,p50_token_latency_ms,p95_token_latency_ms,active_node_count,active_compute_equivalents,network_bytes,network_bytes_per_output_token,network_messages,worker_compute_ms,compute_queue_wait_ms,network_queue_wait_ms,maximum_compute_utilization,maximum_tx_utilization,maximum_rx_utilization,resident_model_bytes,peak_transient_bytes,whole_layer_incapable_compute_share,overall_whole_layer_incapable_compute_share,p8_required_whole_layer_incapable_compute_share,p8_required_compute_ms,p8_required_incapable_compute_ms,task_graph_sha256,service_table_sha256,task_count_simulated,task_graph_replication_factor
CONCENTRATED_FAST,FAST_FABRIC,,93aacec6bfe10e63e427e8e0a79fe3e30599c3c5df320aa441a9e3bf89d2f1cb,1,PASS,1,1,1,2,256,256,109379.20145407954,2.3404815229655522,427.2625056799982,427.2625056799982,46,46.0,485490688,1896448.0,13312,106114.26560000009,0.0,0.0,0.03135929275768239,0.00140042730650496,0.00140042730650496,1689510267298,5275648,0.0,0.0,0.0,104613.58080000003,0.0,b7477a6488e8a0968db769c27d9cdd69403b04a8c7cbf7b17658fc1bbda9becb,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,735,256
CONCENTRATED_FAST,FAST_FABRIC,,93aacec6bfe10e63e427e8e0a79fe3e30599c3c5df320aa441a9e3bf89d2f1cb,4,PASS,4,1,4,2,64,256,55789.52465408134,4.588675053019511,871.7113227200209,871.7113227200209,46,46.0,485490688,1896448.0,3328,55197.22880000007,0.0,0.0,0.03976063990066141,0.0007495604370047412,0.0007495604370047412,1689510267298,5275648,0.0,0.0,0.0,53747.00800000006,0.0,39384ffa2d15aa8da56fec0c556d88cacdb4d9f59ea1e7dfa155409f9b1eb153,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,735,64
CONCENTRATED_FAST,FAST_FABRIC,,93aacec6bfe10e63e427e8e0a79fe3e30599c3c5df320aa441a9e3bf89d2f1cb,16,PASS,16,4,4|4|4|4,2,64,256,14245.692644559904,17.970344186652124,876.1113227199894,951.077572720028,46,46.0,485490688,1896448.0,3328,55197.228800005556,890.5793905600424,1.833701759998803,0.15571213386013186,0.0029354571605171667,0.0029354571605171667,1689510267298,5275648,0.0,0.0,0.0,53747.00800000006,0.0,bfa9898deb87f0f16abc0f44cf5f0bc831b477169b1dc71b5fe75c9223949527,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,17640,1
CONCENTRATED_FAST,FAST_FABRIC,,93aacec6bfe10e63e427e8e0a79fe3e30599c3c5df320aa441a9e3bf89d2f1cb,64,PASS,64,16,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,64,256,4467.257264559994,57.30585566023249,897.0642456799892,1581.6897727200371,46,46.0,485490688,1896448.0,3328,55197.228800005556,11043.993434400216,2.1671020799985854,0.4965523740031331,0.009360916106567451,0.009360916106567451,1689510267298,5275648,0.0,0.0,0.0,53747.00800000006,0.0,705bb7f1e449796bcce5df97fafdc25549cbad4029e58e35424df40ac741c6b4,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,23520,1
CONCENTRATED_FAST,FAST_FABRIC,,93aacec6bfe10e63e427e8e0a79fe3e30599c3c5df320aa441a9e3bf89d2f1cb,128,PASS,128,32,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,128,512,5819.443095439951,87.98092731608584,1107.1011999999828,2310.4721727199812,46,46.0,970981376,1896448.0,6656,110394.4576000377,59288.6329708,2.520602879998478,0.7623503361475218,0.014371691515556858,0.014371691515556858,1689510267298,5275648,0.0,0.0,0.0,107494.01600000035,0.0,502e21309483bbd9f8a5e7bb111f02ec0bd8dac076f749893bb650eb62377b8c,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,47040,1
