layer,layer_type,group_index,rows,sample_index,cuda_ms,input_copy_ms,output_copy_ms,outer_elapsed_ms,checkpoint_reads_in_timed_region,finite
89,KDA,0,1,108,0.9088320136070251,0.1707,0.1301,1.3842,0,True
89,KDA,0,1,109,0.9286400079727173,0.0332,0.0295,1.0882,0,True
89,KDA,0,1,110,0.925823986530304,0.0178,0.0295,1.023,0,True
89,KDA,0,1,111,0.906495988368988,0.0186,0.0293,0.9943,0,True
89,KDA,0,1,112,0.9116160273551941,0.0162,0.0291,0.9941,0,True
89,KDA,0,1,113,0.8941439986228943,0.0162,0.0292,0.974,0,True
89,KDA,0,1,114,0.9085440039634705,0.0122,0.0296,0.9863,0,True
89,KDA,0,1,115,0.9063360095024109,0.0166,0.0287,0.9881,0,True
89,KDA,0,1,116,0.9035519957542419,0.0158,0.0295,0.9847,0,True
89,KDA,0,1,117,0.9088000059127808,0.0146,0.0554,1.0482,0,True
89,KDA,0,1,118,0.9106240272521973,0.0284,0.0531,1.0835,0,True
89,KDA,0,1,119,1.3316160440444946,0.0254,0.0534,1.5054,0,True
89,KDA,0,1,120,0.9124799966812134,0.0275,0.0304,1.0365,0,True
89,KDA,0,1,121,0.9075199961662292,0.0172,0.053,1.0283,0,True
89,KDA,0,1,122,0.8992000222206116,0.2116,0.0288,1.1876,0,True
89,KDA,0,1,123,0.9073280096054077,0.0188,0.0283,0.9965,0,True
89,KDA,0,1,124,0.934112012386322,0.0179,0.0294,1.0245,0,True
89,KDA,0,1,125,0.9317759871482849,0.0173,0.0275,1.0176,0,True
89,KDA,0,1,126,0.9060159921646118,0.0159,0.0274,0.989,0,True
89,KDA,0,1,127,0.9060800075531006,0.0177,0.029,0.9982,0,True
89,KDA,0,1,128,0.9052159786224365,0.0175,0.0282,0.9936,0,True
89,KDA,0,1,129,0.9088000059127808,0.0172,0.03,0.9977,0,True
89,KDA,0,1,130,0.9200000166893005,0.0155,0.0263,1.0076,0,True
89,KDA,0,1,131,0.9351999759674072,0.017,0.0265,1.0229,0,True
89,KDA,0,1,132,0.9080960154533386,0.0164,0.0269,0.9942,0,True
89,KDA,0,1,133,0.894752025604248,0.0175,0.0289,0.9836,0,True
89,KDA,0,1,134,0.8950080275535583,0.0164,0.1078,1.1644,0,True
