layer,layer_type,group_index,rows,sample_index,cuda_ms,input_copy_ms,output_copy_ms,outer_elapsed_ms,checkpoint_reads_in_timed_region,finite
89,KDA,0,2,141,1.7874879837036133,0.0188,0.0305,1.887,0,True
89,KDA,0,2,142,1.7723840475082397,0.0195,0.0296,1.8712,0,True
89,KDA,0,2,143,1.7769919633865356,0.015,0.0295,1.8749,0,True
89,KDA,0,2,144,1.7807999849319458,0.0178,0.0349,1.8973,0,True
89,KDA,0,2,145,2.16758394241333,0.0208,0.0382,2.3049,0,True
89,KDA,0,2,146,1.765663981437683,0.0215,0.0745,1.9804,0,True
89,KDA,0,2,147,1.7842559814453125,0.0272,0.03,1.9321,0,True
89,KDA,0,2,148,1.7889920473098755,0.0203,0.0612,1.999,0,True
89,KDA,0,2,149,1.7850559949874878,0.0307,0.031,1.953,0,True
89,KDA,0,2,150,1.791167974472046,0.0197,0.0304,1.8973,0,True
89,KDA,0,2,151,1.794592022895813,0.0183,0.0296,1.896,0,True
89,KDA,0,2,152,1.7737599611282349,0.0183,0.0324,1.8832,0,True
89,KDA,0,2,153,2.1256000995635986,0.0205,0.1133,2.397,0,True
89,KDA,0,2,154,1.798624038696289,0.0336,0.0863,2.0252,0,True
89,KDA,0,2,155,1.7761600017547607,0.1391,0.1198,2.1809,0,True
89,KDA,0,2,156,1.795807957649231,0.0336,0.0294,1.9752,0,True
89,KDA,0,2,157,1.773535966873169,0.0166,0.0308,1.8779,0,True
89,KDA,0,2,158,1.780735969543457,0.0204,0.0313,1.8837,0,True
89,KDA,0,2,159,1.7903679609298706,0.0179,0.0303,1.8901,0,True
89,KDA,0,2,160,1.773535966873169,0.0188,0.0293,1.8762,0,True
89,KDA,0,2,161,2.1583359241485596,0.0192,0.0494,2.306,0,True
89,KDA,0,2,162,1.787071943283081,0.0227,0.0336,1.9337,0,True
89,KDA,0,2,163,1.775231957435608,0.0208,0.054,1.9129,0,True
89,KDA,0,2,164,1.7760640382766724,0.1509,0.0294,2.0074,0,True
89,KDA,0,2,165,1.7999680042266846,0.0165,0.0309,1.8904,0,True
89,KDA,0,2,166,1.7747199535369873,0.017,0.0318,1.8667,0,True
89,KDA,0,2,167,1.7645119428634644,0.0152,0.0379,1.8755,0,True
89,KDA,0,2,168,1.7729599475860596,0.0282,0.0303,1.9012,0,True
89,KDA,0,2,169,1.7805759906768799,0.0223,0.0375,1.9247,0,True
89,KDA,0,2,170,2.432096004486084,0.0199,0.0874,2.6627,0,True
89,KDA,0,2,171,1.7860159873962402,0.0325,0.0317,1.9466,0,True
89,KDA,0,2,172,1.7749119997024536,0.019,0.0308,1.8845,0,True
89,KDA,0,2,173,1.7921279668807983,0.0195,0.0312,1.8941,0,True
89,KDA,0,2,174,1.7642879486083984,0.0184,0.0311,1.862,0,True
89,KDA,0,2,175,1.7911039590835571,0.0166,0.0291,1.8893,0,True
89,KDA,0,2,176,1.7741440534591675,0.0185,0.0301,1.873,0,True
89,KDA,0,2,177,1.7727680206298828,0.017,0.03,1.8674,0,True
89,KDA,0,2,178,2.512255907058716,0.0159,0.0392,2.6311,0,True
89,KDA,0,2,179,1.7827520370483398,0.0174,0.0308,1.8873,0,True
89,KDA,0,2,180,1.7757760286331177,0.0131,0.031,1.8634,0,True
89,KDA,0,2,181,1.7850559949874878,0.0164,0.0312,1.8769,0,True
89,KDA,0,2,182,1.7954879999160767,0.0179,0.0301,1.8884,0,True
89,KDA,0,2,183,1.7736320495605469,0.0165,0.0308,1.8653,0,True
89,KDA,0,2,184,1.7718080282211304,0.0185,0.0312,1.8667,0,True
89,KDA,0,2,185,1.76310396194458,0.0191,0.0646,1.9295,0,True
89,KDA,0,2,186,1.7810879945755005,0.0257,0.0762,2.0084,0,True
89,KDA,0,2,187,1.78438401222229,0.1004,0.0804,2.1128,0,True
89,KDA,0,2,188,1.7768640518188477,0.0268,0.0311,1.9287,0,True
89,KDA,0,2,189,1.7897599935531616,0.0211,0.0311,1.896,0,True
89,KDA,0,2,190,1.7906559705734253,0.0196,0.0314,1.8984,0,True
89,KDA,0,2,191,1.7734400033950806,0.0171,0.0308,1.8845,0,True
89,KDA,0,2,192,1.7753599882125854,0.0194,0.0327,1.8902,0,True
89,KDA,0,2,193,1.7743680477142334,0.018,0.0357,1.8989,0,True
89,KDA,0,2,194,1.7772159576416016,0.0192,0.0311,1.8946,0,True
89,KDA,0,2,195,2.1767680644989014,0.0163,0.0442,2.3147,0,True
89,KDA,0,2,196,1.7812479734420776,0.0193,0.0545,1.9279,0,True
89,KDA,0,2,197,1.7677119970321655,0.105,0.0315,1.9507,0,True
89,KDA,0,2,198,1.773087978363037,0.0181,0.033,1.8655,0,True
89,KDA,0,2,199,1.7617919445037842,0.0161,0.0299,1.8509,0,True
89,KDA,0,4,0,3.4902400970458984,0.0295,0.0339,3.661,0,True
89,KDA,0,4,1,3.4751040935516357,0.0225,0.0327,3.6071,0,True
89,KDA,0,4,2,3.4759678840637207,0.0191,0.035,3.6014,0,True
89,KDA,0,4,3,3.905280113220215,0.0182,0.0395,4.0338,0,True
89,KDA,0,4,4,3.9213759899139404,0.0207,0.0538,4.0969,0,True
89,KDA,0,4,5,3.4886720180511475,0.0253,0.0337,3.6297,0,True
89,KDA,0,4,6,3.476576089859009,0.0225,0.033,3.5957,0,True
89,KDA,0,4,7,3.8591039180755615,0.0184,0.1171,4.1434,0,True
89,KDA,0,4,8,3.8619840145111084,0.041,0.0724,4.1382,0,True
89,KDA,0,4,9,4.036640167236328,0.0313,0.0403,4.2183,0,True
89,KDA,0,4,10,3.4804799556732178,0.0226,0.0365,3.6229,0,True
89,KDA,0,4,11,3.4767038822174072,0.021,0.079,3.6883,0,True
89,KDA,0,4,12,3.4863040447235107,0.0965,0.0639,3.7545,0,True
89,KDA,0,4,13,3.9838080406188965,0.1139,0.0358,4.2125,0,True
89,KDA,0,4,14,3.47871994972229,0.0209,0.0353,3.6021,0,True
89,KDA,0,4,15,3.474816083908081,0.0206,0.0331,3.5961,0,True
89,KDA,0,4,16,3.919327974319458,0.0179,0.0894,4.1773,0,True
89,KDA,0,4,17,3.957472085952759,0.0388,0.0372,4.1568,0,True
89,KDA,0,4,18,3.483328104019165,0.023,0.0334,3.6227,0,True
89,KDA,0,4,19,3.479167938232422,0.0207,0.0323,3.6045,0,True
89,KDA,0,4,20,3.876800060272217,0.0187,0.0741,4.0842,0,True
89,KDA,0,4,21,3.4969921112060547,0.0964,0.0335,3.7306,0,True
89,KDA,0,4,22,3.4762558937072754,0.0407,0.0335,3.6138,0,True
89,KDA,0,4,23,3.4781439304351807,0.0184,0.0337,3.5886,0,True
89,KDA,0,4,24,3.4766719341278076,0.0183,0.0781,3.6774,0,True
89,KDA,0,4,25,4.347871780395508,0.0345,0.0856,4.6412,0,True
89,KDA,0,4,26,3.4858880043029785,0.0323,0.11,3.8196,0,True
89,KDA,0,4,27,3.493056058883667,0.0389,0.1266,3.8895,0,True
89,KDA,0,4,28,3.494431972503662,0.0397,0.1358,3.9185,0,True
89,KDA,0,4,29,4.5194878578186035,0.1207,0.1438,5.074,0,True
89,KDA,0,4,30,3.5054399967193604,0.0421,0.0978,3.8757,0,True
89,KDA,0,4,31,3.48524808883667,0.0357,0.0808,3.7757,0,True
89,KDA,0,4,32,3.4836480617523193,0.0355,0.278,4.1344,0,True
89,KDA,0,4,33,3.915328025817871,0.1341,0.0726,4.3684,0,True
89,KDA,0,4,34,3.4926400184631348,0.2154,0.0381,3.8714,0,True
89,KDA,0,4,35,3.4758400917053223,0.0211,0.037,3.6205,0,True
89,KDA,0,4,36,3.474816083908081,0.0228,0.045,3.6299,0,True
89,KDA,0,4,37,4.315455913543701,0.0229,0.041,4.4632,0,True
89,KDA,0,4,38,3.4834558963775635,0.0217,0.0335,3.6066,0,True
89,KDA,0,4,39,3.4817280769348145,0.0178,0.124,3.8043,0,True
89,KDA,0,4,40,3.4823360443115234,0.0332,0.058,3.7322,0,True
89,KDA,0,4,41,3.913952112197876,0.0269,0.0541,4.117,0,True
89,KDA,0,4,42,3.4888319969177246,0.1291,0.0523,3.7927,0,True
89,KDA,0,4,43,3.4853439331054688,0.0264,0.0394,3.6522,0,True
89,KDA,0,4,44,3.4808640480041504,0.0205,0.0338,3.6165,0,True
89,KDA,0,4,45,3.478015899658203,0.0203,0.0334,3.6046,0,True
89,KDA,0,4,46,3.9047040939331055,0.2044,0.0357,4.2062,0,True
89,KDA,0,4,47,3.4732160568237305,0.0188,0.0332,3.5895,0,True
89,KDA,0,4,48,3.4768640995025635,0.0182,0.0333,3.5874,0,True
89,KDA,0,4,49,3.473439931869507,0.027,0.0343,3.5982,0,True
89,KDA,0,4,50,4.299871921539307,0.0198,0.0351,4.4156,0,True
89,KDA,0,4,51,3.4837119579315186,0.0216,0.0344,3.5981,0,True
89,KDA,0,4,52,3.4753921031951904,0.0207,0.0338,3.5928,0,True
89,KDA,0,4,53,3.4758079051971436,0.0184,0.0312,3.583,0,True
89,KDA,0,4,54,3.8749120235443115,0.0598,0.0582,4.049,0,True
89,KDA,0,4,55,3.4829440116882324,0.1353,0.0336,3.707,0,True
89,KDA,0,4,56,3.481055974960327,0.0181,0.0336,3.583,0,True
89,KDA,0,4,57,3.474656105041504,0.0177,0.0343,3.5806,0,True
89,KDA,0,4,58,3.4791040420532227,0.0189,0.0341,3.583,0,True
89,KDA,0,4,59,4.254271984100342,0.0769,0.0326,4.4157,0,True
89,KDA,0,4,60,3.4895360469818115,0.0193,0.0434,3.6103,0,True
89,KDA,0,4,61,3.4816319942474365,0.0206,0.0343,3.5936,0,True
89,KDA,0,4,62,3.4742400646209717,0.0215,0.0342,3.5882,0,True
89,KDA,0,4,63,3.907360076904297,0.0175,0.1081,4.172,0,True
89,KDA,0,4,64,3.4953598976135254,0.1055,0.0351,3.7642,0,True
89,KDA,0,4,65,3.4810879230499268,0.021,0.0345,3.6227,0,True
89,KDA,0,4,66,3.4792640209198,0.0231,0.0334,3.6152,0,True
89,KDA,0,4,67,3.479935884475708,0.0207,0.0809,3.709,0,True
89,KDA,0,4,68,3.8996479511260986,0.1104,0.0435,4.2045,0,True
89,KDA,0,4,69,3.4757440090179443,0.0246,0.0347,3.6125,0,True
89,KDA,0,4,70,3.474303960800171,0.0224,0.0398,3.6107,0,True
89,KDA,0,4,71,3.476191997528076,0.0214,0.033,3.6085,0,True
89,KDA,0,4,72,4.310815811157227,0.0193,0.0973,4.582,0,True
89,KDA,0,4,73,3.4930241107940674,0.0302,0.033,3.6586,0,True
89,KDA,0,4,74,3.4784319400787354,0.0196,0.0341,3.5998,0,True
89,KDA,0,4,75,3.478463888168335,0.0187,0.033,3.5905,0,True
89,KDA,0,4,76,3.899616003036499,0.0181,0.0811,4.1147,0,True
89,KDA,0,4,77,3.91593599319458,0.0319,0.0395,4.0976,0,True
89,KDA,0,4,78,3.4787518978118896,0.0233,0.0351,3.6132,0,True
89,KDA,0,4,79,3.47760009765625,0.0195,0.0352,3.6025,0,True
89,KDA,0,4,80,3.478624105453491,0.0206,0.0435,3.6288,0,True
89,KDA,0,4,81,3.9112958908081055,0.1366,0.033,4.1657,0,True
89,KDA,0,4,82,3.4799680709838867,0.0212,0.034,3.6037,0,True
89,KDA,0,4,83,3.4766719341278076,0.0188,0.0337,3.5859,0,True
89,KDA,0,4,84,3.4919679164886475,0.0183,0.0689,3.6721,0,True
89,KDA,0,4,85,4.3342719078063965,0.0783,0.0872,4.6839,0,True
89,KDA,0,4,86,3.490880012512207,0.0322,0.0391,3.6742,0,True
89,KDA,0,4,87,3.4792640209198,0.0213,0.0336,3.6151,0,True
89,KDA,0,4,88,3.484031915664673,0.0195,0.0318,3.6067,0,True
89,KDA,0,4,89,3.8725759983062744,0.0205,0.0707,4.0871,0,True
89,KDA,0,4,90,3.4923200607299805,0.0947,0.0342,3.7142,0,True
89,KDA,0,4,91,3.478271961212158,0.0209,0.0334,3.5985,0,True
89,KDA,0,4,92,3.4833600521087646,0.0196,0.0636,3.6563,0,True
89,KDA,0,4,93,3.4816958904266357,0.0281,0.0667,3.7017,0,True
89,KDA,0,4,94,4.298880100250244,0.0346,0.083,4.5913,0,True
89,KDA,0,4,95,3.4872961044311523,0.0314,0.0346,3.6734,0,True
89,KDA,0,4,96,3.4802238941192627,0.0195,0.0458,3.6252,0,True
89,KDA,0,4,97,3.48140811920166,0.0246,0.0346,3.63,0,True
89,KDA,0,4,98,4.303103923797607,0.0215,0.1056,4.5845,0,True
89,KDA,0,4,99,3.500159978866577,0.033,0.0339,3.6857,0,True
89,KDA,0,4,100,3.8496320247650146,0.0205,0.0655,4.0371,0,True
89,KDA,0,4,101,3.4858880043029785,0.0318,0.0332,3.6477,0,True
89,KDA,0,4,102,3.9144959449768066,0.0199,0.0713,4.1162,0,True
89,KDA,0,4,103,3.49072003364563,0.1445,0.0336,3.7645,0,True
89,KDA,0,4,104,3.477152109146118,0.0216,0.0604,3.6543,0,True
89,KDA,0,4,105,3.4832000732421875,0.027,0.0893,3.7603,0,True
89,KDA,0,4,106,3.986176013946533,0.0308,0.0547,4.2229,0,True
89,KDA,0,4,107,3.4923200607299805,0.0229,0.0355,3.6432,0,True
89,KDA,0,4,108,3.4792320728302,0.0214,0.0873,3.7231,0,True
89,KDA,0,4,109,3.4936320781707764,0.0328,0.0342,3.6706,0,True
89,KDA,0,4,110,3.4779200553894043,0.0191,0.0347,3.5994,0,True
89,KDA,0,4,111,3.8954238891601562,0.0188,0.0387,4.0247,0,True
89,KDA,0,4,112,3.915584087371826,0.0209,0.0378,4.0498,0,True
89,KDA,0,4,113,3.4936959743499756,0.0203,0.0335,3.6087,0,True
89,KDA,0,4,114,3.4769279956817627,0.0189,0.0341,3.5883,0,True
89,KDA,0,4,115,3.8728959560394287,0.0191,0.0578,4.0104,0,True
89,KDA,0,4,116,3.4843521118164062,0.1243,0.0337,3.7011,0,True
89,KDA,0,4,117,3.476288080215454,0.0181,0.0343,3.5858,0,True
89,KDA,0,4,118,3.477344036102295,0.0399,0.0342,3.6074,0,True
89,KDA,0,4,119,3.474560022354126,0.0179,0.0351,3.58,0,True
89,KDA,0,4,120,4.304096221923828,0.0261,0.0643,4.4903,0,True
89,KDA,0,4,121,3.4848639965057373,0.0293,0.0343,3.6397,0,True
89,KDA,0,4,122,3.476032018661499,0.0203,0.0345,3.5946,0,True
89,KDA,0,4,123,3.4832000732421875,0.02,0.0333,3.6182,0,True
89,KDA,0,4,124,3.9061760902404785,0.0197,0.0769,4.1144,0,True
89,KDA,0,4,125,3.925568103790283,0.0296,0.0349,4.0941,0,True
89,KDA,0,4,126,3.480031967163086,0.0252,0.0338,3.622,0,True
89,KDA,0,4,127,3.47708797454834,0.0184,0.0371,3.6153,0,True
89,KDA,0,4,128,3.863840103149414,0.0211,0.086,4.1201,0,True
89,KDA,0,4,129,3.4999680519104004,0.0977,0.0683,3.808,0,True
89,KDA,0,4,130,3.48799991607666,0.0275,0.0332,3.6428,0,True
89,KDA,0,4,131,3.4832959175109863,0.0219,0.0348,3.6183,0,True
89,KDA,0,4,132,3.4778239727020264,0.0222,0.0829,3.7057,0,True
89,KDA,0,4,133,4.290656089782715,0.0638,0.0879,4.6123,0,True
89,KDA,0,4,134,3.494335889816284,0.0921,0.034,3.7317,0,True
89,KDA,0,4,135,3.474112033843994,0.0203,0.0328,3.6051,0,True
89,KDA,0,4,136,3.498784065246582,0.0222,0.1196,3.7754,0,True
89,KDA,0,4,137,4.296256065368652,0.056,0.085,4.5941,0,True
89,KDA,0,4,138,3.4893438816070557,0.0339,0.0342,3.6708,0,True
89,KDA,0,4,139,3.479487895965576,0.0201,0.0333,3.6021,0,True
89,KDA,0,4,140,3.4749441146850586,0.0198,0.035,3.6023,0,True
89,KDA,0,4,141,3.9072320461273193,0.0203,0.077,4.1318,0,True
89,KDA,0,4,142,3.487168073654175,0.0993,0.0339,3.7241,0,True
89,KDA,0,4,143,3.495487928390503,0.0196,0.035,3.6109,0,True
89,KDA,0,4,144,3.478463888168335,0.0186,0.0931,3.7202,0,True
89,KDA,0,4,145,3.48854398727417,0.0314,0.0844,3.7667,0,True
89,KDA,0,4,146,3.9231679439544678,0.1885,0.0483,4.2807,0,True
89,KDA,0,4,147,3.483488082885742,0.0255,0.0395,3.6439,0,True
89,KDA,0,4,148,3.4839680194854736,0.0225,0.0331,3.6208,0,True
89,KDA,0,4,149,3.479423999786377,0.0204,0.0336,3.6025,0,True
89,KDA,0,4,150,4.311135768890381,0.0186,0.0964,4.5472,0,True
89,KDA,0,4,151,3.491487979888916,0.0342,0.0327,3.6715,0,True
89,KDA,0,4,152,3.4804799556732178,0.0216,0.0368,3.6156,0,True
89,KDA,0,4,153,3.478879928588867,0.0204,0.0367,3.6198,0,True
89,KDA,0,4,154,3.874687910079956,0.0196,0.0579,4.0388,0,True
89,KDA,0,4,155,3.483936071395874,0.0823,0.0339,3.6719,0,True
89,KDA,0,4,156,3.476639986038208,0.0222,0.0871,3.6921,0,True
89,KDA,0,4,157,3.4838719367980957,0.028,0.0699,3.7183,0,True
89,KDA,0,4,158,3.483488082885742,0.0299,0.0491,3.6852,0,True
89,KDA,0,4,159,4.317567825317383,0.0212,0.0653,4.5163,0,True
89,KDA,0,4,160,3.489759922027588,0.0269,0.0394,3.6712,0,True
89,KDA,0,4,161,3.482464075088501,0.0233,0.034,3.6228,0,True
89,KDA,0,4,162,3.4786880016326904,0.0201,0.0335,3.6067,0,True
89,KDA,0,4,163,4.315040111541748,0.0198,0.0373,4.4455,0,True
89,KDA,0,4,164,3.478368043899536,0.0443,0.0335,3.6202,0,True
89,KDA,0,4,165,3.479871988296509,0.0201,0.034,3.5898,0,True
89,KDA,0,4,166,3.480736017227173,0.0183,0.0341,3.5878,0,True
89,KDA,0,4,167,3.8706560134887695,0.0179,0.2306,4.2701,0,True
89,KDA,0,4,168,3.506592035293579,0.1283,0.0659,3.8623,0,True
89,KDA,0,4,169,3.483583927154541,0.0249,0.0337,3.6248,0,True
89,KDA,0,4,170,3.4983038902282715,0.0188,0.033,3.6168,0,True
89,KDA,0,4,171,3.4768319129943848,0.0193,0.1169,3.7497,0,True
89,KDA,0,4,172,4.316832065582275,0.0338,0.0911,4.613,0,True
89,KDA,0,4,173,3.492703914642334,0.0339,0.0873,3.7853,0,True
89,KDA,0,4,174,3.486815929412842,0.0312,0.0526,3.713,0,True
89,KDA,0,4,175,3.481055974960327,0.0237,0.0362,3.6357,0,True
89,KDA,0,4,176,4.307456016540527,0.0195,0.0936,4.5631,0,True
89,KDA,0,4,177,3.4914560317993164,0.0302,0.0336,3.6727,0,True
89,KDA,0,4,178,3.4779200553894043,0.0196,0.0337,3.6041,0,True
89,KDA,0,4,179,3.479935884475708,0.0196,0.033,3.5987,0,True
89,KDA,0,4,180,3.90828800201416,0.0194,0.0575,4.0572,0,True
89,KDA,0,4,181,3.4829440116882324,0.1314,0.0331,3.7158,0,True
89,KDA,0,4,182,3.475071907043457,0.0179,0.0347,3.5898,0,True
89,KDA,0,4,183,3.4984641075134277,0.0149,0.0345,3.604,0,True
89,KDA,0,4,184,3.4988479614257812,0.0177,0.0341,3.6053,0,True
89,KDA,0,4,185,4.335904121398926,0.0188,0.0353,4.4467,0,True
89,KDA,0,4,186,3.4791998863220215,0.0191,0.0431,3.6092,0,True
89,KDA,0,4,187,3.4787840843200684,0.0274,0.0338,3.6113,0,True
89,KDA,0,4,188,3.47871994972229,0.0198,0.034,3.5934,0,True
89,KDA,0,4,189,4.314976215362549,0.018,0.0649,4.4968,0,True
89,KDA,0,4,190,3.4863359928131104,0.03,0.0339,3.6429,0,True
89,KDA,0,4,191,3.4773759841918945,0.0203,0.034,3.5939,0,True
89,KDA,0,4,192,3.4766080379486084,0.0198,0.0348,3.5922,0,True
89,KDA,0,4,193,3.8782401084899902,0.0194,0.0611,4.0558,0,True
89,KDA,0,4,194,3.487936019897461,0.109,0.0346,3.7204,0,True
89,KDA,0,4,195,3.5015039443969727,0.0198,0.0336,3.6181,0,True
89,KDA,0,4,196,3.4768640995025635,0.0181,0.1373,3.8195,0,True
89,KDA,0,4,197,3.4814720153808594,0.0362,0.1282,3.866,0,True
89,KDA,0,4,198,4.3008317947387695,0.0648,0.0868,4.6323,0,True
89,KDA,0,4,199,3.4910080432891846,0.0326,0.0336,3.6659,0,True
89,KDA,7,1,0,0.9105920195579529,0.0463,0.0315,1.0237,0,True
89,KDA,7,1,1,0.9035840034484863,0.029,0.0287,0.996,0,True
89,KDA,7,1,2,0.9036480188369751,0.0165,0.0289,0.9855,0,True
89,KDA,7,1,3,1.284991979598999,0.0152,0.0573,1.3936,0,True
89,KDA,7,1,4,0.9103360176086426,0.1389,0.0296,1.1168,0,True
89,KDA,7,1,5,0.9019520282745361,0.0124,0.0284,0.9761,0,True
89,KDA,7,1,6,0.9147199988365173,0.0152,0.0294,0.9948,0,True
89,KDA,7,1,7,0.9049599766731262,0.0151,0.0287,0.9824,0,True
89,KDA,7,1,8,0.9023360013961792,0.0156,0.0305,0.9813,0,True
89,KDA,7,1,9,0.9028159976005554,0.0464,0.0285,1.0122,0,True
89,KDA,7,1,10,0.9050880074501038,0.0155,0.0283,0.9839,0,True
89,KDA,7,1,11,0.9044479727745056,0.0159,0.028,0.981,0,True
89,KDA,7,1,12,0.9035199880599976,0.0113,0.0287,0.9751,0,True
89,KDA,7,1,13,0.9046720266342163,0.0163,0.029,0.9836,0,True
89,KDA,7,1,14,0.9031040072441101,0.0162,0.0287,0.9821,0,True
89,KDA,7,1,15,0.9043520092964172,0.0167,0.0287,0.9914,0,True
89,KDA,7,1,16,0.9037759900093079,0.0165,0.0292,0.9942,0,True
89,KDA,7,1,17,1.1236799955368042,0.0146,0.0283,1.2026,0,True
89,KDA,7,1,18,0.9121279716491699,0.0149,0.0298,0.9909,0,True
89,KDA,7,1,19,0.9314879775047302,0.0148,0.0279,1.0083,0,True
89,KDA,7,1,20,0.9033920168876648,0.0156,0.028,0.9815,0,True
89,KDA,7,1,21,0.9047679901123047,0.0163,0.0282,0.9819,0,True
89,KDA,7,1,22,0.902944028377533,0.0167,0.0286,0.9845,0,True
89,KDA,7,1,23,0.9040319919586182,0.0149,0.0286,0.9813,0,True
89,KDA,7,1,24,0.9032319784164429,0.0255,0.0301,0.9916,0,True
89,KDA,7,1,25,0.9032639861106873,0.0127,0.0286,0.9789,0,True
89,KDA,7,1,26,0.9041919708251953,0.0161,0.0304,0.9839,0,True
89,KDA,7,1,27,0.901856005191803,0.0548,0.0289,1.0169,0,True
89,KDA,7,1,28,0.9028800129890442,0.0152,0.0286,0.9801,0,True
89,KDA,7,1,29,0.9052159786224365,0.0157,0.0312,0.997,0,True
89,KDA,7,1,30,0.9232640266418457,0.025,0.0291,1.0275,0,True
89,KDA,7,1,31,0.9029120206832886,0.0188,0.0291,0.9909,0,True
89,KDA,7,1,32,0.9050559997558594,0.0175,0.0287,0.99,0,True
89,KDA,7,1,33,0.9038079977035522,0.0163,0.0284,0.9877,0,True
89,KDA,7,1,34,0.913375973701477,0.015,0.0301,0.9923,0,True
89,KDA,7,1,35,0.9344000220298767,0.0156,0.0292,1.0118,0,True
89,KDA,7,1,36,1.3933759927749634,0.0149,0.1198,1.6683,0,True
89,KDA,7,1,37,0.9455999732017517,0.0601,0.0434,1.1764,0,True
89,KDA,7,1,38,0.9097599983215332,0.0225,0.0279,1.0172,0,True
89,KDA,7,1,39,0.9042559862136841,0.0169,0.029,0.9891,0,True
89,KDA,7,1,40,0.903328001499176,0.0183,0.0291,0.989,0,True
89,KDA,7,1,41,0.9151999950408936,0.0163,0.0288,0.999,0,True
89,KDA,7,1,42,0.9029759764671326,0.016,0.0287,0.984,0,True
89,KDA,7,1,43,0.9036160111427307,0.0118,0.0287,0.9788,0,True
89,KDA,7,1,44,0.9036800265312195,0.0127,0.0288,0.9791,0,True
89,KDA,7,1,45,0.9020799994468689,0.0149,0.0292,0.9784,0,True
89,KDA,7,1,46,0.9025920033454895,0.0156,0.0334,0.9968,0,True
89,KDA,7,1,47,0.9051520228385925,0.0225,0.0293,1.0064,0,True
89,KDA,7,1,48,0.9047999978065491,0.0195,0.0289,1.0021,0,True
89,KDA,7,1,49,0.9035840034484863,0.0159,0.0284,0.9898,0,True
89,KDA,7,1,50,1.4227839708328247,0.018,0.0306,1.511,0,True
89,KDA,7,1,51,0.9344320297241211,0.018,0.0282,1.0275,0,True
89,KDA,7,1,52,0.9315199851989746,0.0186,0.0287,1.0242,0,True
89,KDA,7,1,53,0.903872013092041,0.0169,0.0291,0.9886,0,True
89,KDA,7,1,54,0.9170560240745544,0.0194,0.0288,1.0061,0,True
89,KDA,7,1,55,0.903007984161377,0.0163,0.029,0.9829,0,True
89,KDA,7,1,56,0.9048320055007935,0.0154,0.0291,0.9883,0,True
89,KDA,7,1,57,0.9052159786224365,0.0168,0.0289,0.9891,0,True
89,KDA,7,1,58,0.9155840277671814,0.0162,0.0342,1.0123,0,True
89,KDA,7,1,59,0.9200959801673889,0.0238,0.0363,1.0521,0,True
89,KDA,7,1,60,0.9085760116577148,0.0198,0.0317,1.025,0,True
89,KDA,7,1,61,0.9040960073471069,0.0172,0.0269,1.0004,0,True
89,KDA,7,1,62,0.902944028377533,0.032,0.0282,1.0046,0,True
89,KDA,7,1,63,0.9024320244789124,0.0116,0.0296,0.9858,0,True
89,KDA,7,1,64,0.9031680226325989,0.0164,0.0298,0.9862,0,True
89,KDA,7,1,65,0.90447998046875,0.0136,0.0271,0.9907,0,True
89,KDA,7,1,66,0.8998720049858093,0.181,0.029,1.1652,0,True
89,KDA,7,1,67,0.9053760170936584,0.0152,0.0296,0.9913,0,True
89,KDA,7,1,68,0.9047679901123047,0.0158,0.029,0.9843,0,True
89,KDA,7,1,69,0.9017279744148254,0.0156,0.0289,0.9843,0,True
89,KDA,7,1,70,0.9037119746208191,0.0168,0.0294,0.9856,0,True
89,KDA,7,1,71,0.9046720266342163,0.0167,0.0273,0.9943,0,True
89,KDA,7,1,72,0.9327679872512817,0.0176,0.0289,1.0196,0,True
89,KDA,7,1,73,0.9037119746208191,0.0168,0.0286,0.9865,0,True
89,KDA,7,1,74,0.9017279744148254,0.0143,0.0295,0.9797,0,True
89,KDA,7,1,75,0.9025279879570007,0.0147,0.0291,0.9801,0,True
89,KDA,7,1,76,0.9156479835510254,0.0163,0.0285,0.9952,0,True
89,KDA,7,1,77,0.9030399918556213,0.014,0.0291,0.9803,0,True
89,KDA,7,1,78,0.9039999842643738,0.0145,0.0286,0.9825,0,True
89,KDA,7,1,79,0.9049599766731262,0.0154,0.0296,0.9861,0,True
89,KDA,7,1,80,0.9028159976005554,0.0154,0.0293,0.9827,0,True
89,KDA,7,1,81,0.9047679901123047,0.0159,0.0687,1.1132,0,True
89,KDA,7,1,82,0.9138879776000977,0.1328,0.029,1.1519,0,True
89,KDA,7,1,83,0.9020159840583801,0.017,0.0692,1.0931,0,True
89,KDA,7,1,84,0.9118720293045044,0.026,0.0295,1.038,0,True
89,KDA,7,1,85,0.9049280285835266,0.0171,0.0286,0.9893,0,True
89,KDA,7,1,86,0.9043520092964172,0.0195,0.0284,0.989,0,True
89,KDA,7,1,87,0.9045439958572388,0.0167,0.0282,0.9866,0,True
89,KDA,7,1,88,0.9130880236625671,0.0144,0.0289,0.9921,0,True
89,KDA,7,1,89,0.9042239785194397,0.0157,0.029,0.9838,0,True
89,KDA,7,1,90,0.9033920168876648,0.0151,0.0312,0.984,0,True
89,KDA,7,1,91,0.9041600227355957,0.0133,0.0283,0.9807,0,True
89,KDA,7,1,92,0.9027199745178223,0.0163,0.0304,0.9923,0,True
89,KDA,7,1,93,0.9217280149459839,0.0255,0.0297,1.0252,0,True
89,KDA,7,1,94,0.9048960208892822,0.0413,0.0292,1.02,0,True
