split,candidate_id,candidate_type,degree,layer,layer_type,rows,sample_index,wall_ms,device_ms,finite_output,production_native_dispatch,timed_checkpoint_reads,resident_weights,resident_memory_bytes
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,81,5.896,5.345823764801025,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,82,6.0431,5.5680317878723145,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,83,5.9416,5.461120128631592,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,84,5.8757,5.381824016571045,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,85,5.9367,5.486559867858887,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,86,6.1899,5.660192012786865,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,87,6.1309,5.519392013549805,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,88,6.7459,5.692959785461426,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,89,6.1244,5.505375862121582,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,90,5.9729,5.3988800048828125,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,91,6.0278,5.529183864593506,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,92,6.0364,5.490272045135498,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,93,5.9176,5.363296031951904,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,94,6.1816,5.614719867706299,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,95,6.0232,5.457600116729736,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,96,5.8669,5.365087985992432,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,97,5.9568,5.516511917114258,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,98,5.8461,5.441919803619385,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,2,99,5.7646,5.357247829437256,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,0,8.802,7.981632232666016,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,1,8.9731,8.068384170532227,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,2,8.871,8.133503913879395,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,3,8.7455,8.038847923278809,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,4,8.5273,7.828159809112549,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,5,8.5348,7.87007999420166,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,6,8.6336,7.94163179397583,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,7,8.673,7.883456230163574,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,8,8.6877,7.892928123474121,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,9,8.9325,8.173503875732422,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,10,8.6127,7.826655864715576,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,11,8.8222,7.979455947875977,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,12,9.0616,8.181119918823242,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,13,8.6274,7.9225921630859375,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,14,8.7856,8.094400405883789,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,15,8.7024,7.957376003265381,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,16,8.3946,7.731776237487793,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,17,8.5004,7.859488010406494,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,18,8.6789,7.99183988571167,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,19,8.6742,7.954304218292236,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,20,8.6205,7.910528182983398,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,21,8.7769,8.007712364196777,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,22,8.5763,7.863776206970215,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,23,8.684,7.949088096618652,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,24,8.9529,8.115679740905762,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,25,8.7552,7.902656078338623,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,26,8.8215,7.923871994018555,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,27,8.8342,7.990176200866699,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,28,8.5789,7.796095848083496,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,29,8.6312,7.880095958709717,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,30,8.6993,7.970943927764893,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,31,8.9922,7.834911823272705,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,32,8.7329,7.943871974945068,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,33,8.8379,8.037823677062988,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,34,8.554,7.807424068450928,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,35,8.5635,7.868671894073486,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,36,8.6789,7.936927795410156,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,37,8.7807,7.973120212554932,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,38,9.2467,8.08569622039795,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,39,9.2423,8.115776062011719,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,40,8.7962,7.888959884643555,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,41,8.7942,7.925792217254639,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,42,8.7994,8.070816040039062,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,43,8.5407,7.803199768066406,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,44,8.5585,7.876768112182617,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,45,8.6401,7.956704139709473,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,46,8.6167,7.849184036254883,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,47,8.6633,7.932928085327148,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,48,8.5973,7.965280055999756,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,49,8.5283,7.860000133514404,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,50,8.57,7.882080078125,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,51,8.9391,8.009759902954102,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,52,8.4865,7.841919898986816,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,53,8.5131,7.846720218658447,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,54,8.5347,7.928544044494629,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,55,8.276,7.705599784851074,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,56,8.4927,7.833119869232178,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,57,8.4802,7.890048027038574,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,58,8.4864,7.858719825744629,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,59,8.5794,7.956384181976318,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,60,8.6065,7.966847896575928,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,61,8.7208,7.953951835632324,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,62,8.8726,8.102368354797363,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,63,8.9095,8.071423530578613,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,64,8.4628,7.85584020614624,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,65,8.3958,7.920095920562744,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,66,8.5089,7.962240219116211,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,67,8.5661,7.960256099700928,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,68,8.6032,7.885056018829346,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,69,8.5258,7.927616119384766,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,70,8.4669,7.832992076873779,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,71,8.5273,7.86575984954834,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,72,8.7038,8.033120155334473,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,73,8.4551,7.826784133911133,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,74,8.8039,8.139967918395996,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,75,8.5633,7.924352169036865,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,76,8.4938,7.786208152770996,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,77,8.6007,7.969696044921875,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,78,8.5686,7.9661760330200195,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,79,8.5402,7.908095836639404,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,80,8.4916,7.880735874176025,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,81,8.5778,7.922143936157227,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,82,8.3935,7.802720069885254,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,83,8.4821,7.865536212921143,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,84,8.5624,7.957695960998535,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,85,8.4055,7.789055824279785,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,86,8.7451,7.969791889190674,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,87,8.6789,7.978623867034912,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,88,8.4725,7.846208095550537,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,89,8.4671,7.875040054321289,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,90,8.505,7.913760185241699,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,91,8.7104,7.737599849700928,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,92,8.5083,7.894239902496338,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,93,8.544,7.9376959800720215,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,94,8.3712,7.788512229919434,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,95,8.5044,7.904223918914795,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,96,8.6952,8.036543846130371,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,97,8.4907,7.808032035827637,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,98,8.5433,7.920767784118652,True,True,0,True,18285068288
calibration,layer-45:WHOLE_LAYER:p1,WHOLE_LAYER,1,45,KDA,4,99,8.7241,8.034048080444336,True,True,0,True,18285068288
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,0,3.6751,3.3953919410705566,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,1,3.6318,3.393183946609497,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,2,3.6057,3.375999927520752,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,3,3.6099,3.391871929168701,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,4,3.6122,3.381887912750244,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,5,3.6207,3.3983359336853027,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,6,3.6298,3.404736042022705,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,7,3.6343,3.4020159244537354,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,8,3.6397,3.412480115890503,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,9,3.6609,3.414047956466675,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,10,3.6268,3.4020800590515137,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,11,3.6133,3.387903928756714,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,12,3.6543,3.3997440338134766,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,13,3.6662,3.422463893890381,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,14,3.6396,3.4132161140441895,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,15,3.6468,3.418015956878662,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,16,3.6222,3.348128080368042,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,17,3.6562,3.422624111175537,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,18,3.6372,3.403359889984131,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,19,3.6343,3.4080960750579834,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,20,3.6091,3.3887040615081787,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,21,3.6196,3.3927040100097656,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,22,3.6045,3.386143922805786,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,23,3.6073,3.368799924850464,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,24,3.6778,3.415168046951294,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,25,3.6021,3.3771519660949707,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,26,3.625,3.3928000926971436,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,27,3.6401,3.4147520065307617,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,28,3.6364,3.40447998046875,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,29,3.5967,3.3607680797576904,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,30,3.6459,3.4007680416107178,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,31,3.6362,3.4005439281463623,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,32,3.6203,3.3935680389404297,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,33,3.6065,3.380160093307495,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,34,3.6089,3.379103899002075,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,35,3.6299,3.3914880752563477,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,36,3.6308,3.369568109512329,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,37,3.5887,3.3602559566497803,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,38,3.5865,3.3650240898132324,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,39,3.6247,3.399104118347168,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,40,3.6303,3.3967039585113525,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,41,3.6465,3.4041600227355957,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,42,3.6407,3.410207986831665,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,43,3.6288,3.3998401165008545,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,44,3.632,3.4068799018859863,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,45,3.5994,3.3787200450897217,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,46,3.5851,3.3703041076660156,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,47,3.6294,3.406208038330078,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,48,3.6625,3.4072320461273193,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,49,3.6584,3.424288034439087,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,50,3.6434,3.4119679927825928,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,51,3.6189,3.3974080085754395,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,52,3.6212,3.3960320949554443,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,53,3.6152,3.394943952560425,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,54,3.6884,3.468127965927124,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,55,3.6318,3.4119040966033936,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,56,3.6221,3.3941121101379395,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,57,3.6387,3.401855945587158,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,58,3.6325,3.411360025405884,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,59,3.5879,3.3666880130767822,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,60,4.1012,3.416896104812622,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,61,3.6823,3.427328109741211,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,62,3.6781,3.4442880153656006,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,63,3.6263,3.401855945587158,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,64,3.607,3.381472110748291,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,65,3.6198,3.3879361152648926,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,66,3.6136,3.384351968765259,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,67,3.6432,3.416896104812622,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,68,3.6202,3.392224073410034,True,True,0,True,18249416704
calibration,layer-47:WHOLE_LAYER:p1,WHOLE_LAYER,1,47,GATED_MLA,1,69,3.6614,3.430272102355957,True,True,0,True,18249416704
