candidate_id,candidate_type,degree,layer,layer_type,rows,sample_index,wall_ms,device_ms,finite_output,production_native_dispatch,timed_checkpoint_reads,timed_materializations,resident_weights,resident_memory_bytes,physical_resident_device_bytes,commodity_worker_memory_bytes,maximum_observed_device_bytes
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,106,3.1119,2.8707199096679688,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,107,3.1837,2.8877758979797363,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,108,3.227,2.879551887512207,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,109,3.117,2.869472026824951,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,110,3.1702,2.8698880672454834,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,111,3.1061,2.863840103149414,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,112,3.2036,2.880863904953003,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,113,3.1858,2.888223886489868,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,114,3.1582,2.8738560676574707,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,115,3.1708,2.873215913772583,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,116,3.1876,2.8724160194396973,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,117,3.1312,2.8664960861206055,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,118,3.1628,2.869119882583618,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,119,3.0956,2.8670079708099365,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,120,3.1153,2.8675200939178467,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,121,3.1142,2.8687679767608643,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,122,3.1779,2.8893439769744873,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,123,3.1475,2.8836801052093506,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,124,3.1185,2.867487907409668,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,125,3.1012,2.8677120208740234,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,126,3.1146,2.8691840171813965,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,127,3.1462,2.8730239868164062,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,128,3.1228,2.871328115463257,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,129,3.1183,2.868256092071533,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,130,3.1291,2.87062406539917,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,131,3.108,2.8666560649871826,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,132,3.1332,2.868351936340332,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,133,3.1342,2.8754560947418213,True,True,0,0,True,2549338530,708837376,10422845440,742391808
layer-00:WHOLE_LAYER:p1,WHOLE_LAYER,1,0,DENSE,1,134,3.1035,2.86297607421875,True,True,0,0,True,2549338530,708837376,10422845440,742391808
