operation,rows,sample_index,wall_ms,device_ms,finite_output,production_native_dispatch,timed_checkpoint_reads
worker_local_routed_first_shared_second_fusion,2,122,0.0093,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,2,123,0.0095,0.012736000120639801,True,True,0
worker_local_routed_first_shared_second_fusion,2,124,0.0087,0.012415999546647072,True,True,0
worker_local_routed_first_shared_second_fusion,2,125,0.0104,0.013151999562978745,True,True,0
worker_local_routed_first_shared_second_fusion,2,126,0.0091,0.01206399966031313,True,True,0
worker_local_routed_first_shared_second_fusion,2,127,0.0099,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,2,128,0.0396,0.04287999868392944,True,True,0
worker_local_routed_first_shared_second_fusion,2,129,0.0372,0.04233599826693535,True,True,0
worker_local_routed_first_shared_second_fusion,2,130,0.0099,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,2,131,0.0096,0.012543999589979649,True,True,0
worker_local_routed_first_shared_second_fusion,2,132,0.0097,0.011839999817311764,True,True,0
worker_local_routed_first_shared_second_fusion,2,133,0.0093,0.012000000104308128,True,True,0
worker_local_routed_first_shared_second_fusion,2,134,0.0106,0.013567999936640263,True,True,0
worker_local_routed_first_shared_second_fusion,2,135,0.0097,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,2,136,0.0124,0.01539199985563755,True,True,0
worker_local_routed_first_shared_second_fusion,2,137,0.0099,0.01283199992030859,True,True,0
worker_local_routed_first_shared_second_fusion,2,138,0.0545,0.00979200005531311,True,True,0
worker_local_routed_first_shared_second_fusion,2,139,0.0094,0.026688000187277794,True,True,0
worker_local_routed_first_shared_second_fusion,2,140,0.0096,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,2,141,0.0093,0.012223999947309494,True,True,0
worker_local_routed_first_shared_second_fusion,2,142,0.0094,0.012608000077307224,True,True,0
worker_local_routed_first_shared_second_fusion,2,143,0.0091,0.011552000418305397,True,True,0
worker_local_routed_first_shared_second_fusion,2,144,0.0101,0.013151999562978745,True,True,0
worker_local_routed_first_shared_second_fusion,2,145,0.0096,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,2,146,0.0094,0.01228800043463707,True,True,0
worker_local_routed_first_shared_second_fusion,2,147,0.0093,0.01190400030463934,True,True,0
worker_local_routed_first_shared_second_fusion,2,148,0.0094,0.011744000017642975,True,True,0
worker_local_routed_first_shared_second_fusion,2,149,0.0099,0.012160000391304493,True,True,0
worker_local_routed_first_shared_second_fusion,2,150,0.0095,0.011744000017642975,True,True,0
worker_local_routed_first_shared_second_fusion,2,151,0.0104,0.012640000320971012,True,True,0
worker_local_routed_first_shared_second_fusion,2,152,0.0096,0.01228800043463707,True,True,0
worker_local_routed_first_shared_second_fusion,2,153,0.0105,0.013376000337302685,True,True,0
worker_local_routed_first_shared_second_fusion,2,154,0.0108,0.01369599997997284,True,True,0
worker_local_routed_first_shared_second_fusion,2,155,0.0089,0.011776000261306763,True,True,0
worker_local_routed_first_shared_second_fusion,2,156,0.0368,0.040991999208927155,True,True,0
worker_local_routed_first_shared_second_fusion,2,157,0.0103,0.013151999562978745,True,True,0
worker_local_routed_first_shared_second_fusion,2,158,0.01,0.013088000006973743,True,True,0
worker_local_routed_first_shared_second_fusion,2,159,0.0095,0.01244799979031086,True,True,0
worker_local_routed_first_shared_second_fusion,2,160,0.0294,0.03251200169324875,True,True,0
worker_local_routed_first_shared_second_fusion,2,161,0.0094,0.034304000437259674,True,True,0
worker_local_routed_first_shared_second_fusion,2,162,0.0091,0.011103999800980091,True,True,0
worker_local_routed_first_shared_second_fusion,2,163,0.0096,0.01206399966031313,True,True,0
worker_local_routed_first_shared_second_fusion,2,164,0.0304,0.03363199904561043,True,True,0
worker_local_routed_first_shared_second_fusion,2,165,0.0094,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,2,166,0.0092,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,2,167,0.0095,0.012543999589979649,True,True,0
worker_local_routed_first_shared_second_fusion,2,168,0.0096,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,2,169,0.0426,0.0461760014295578,True,True,0
worker_local_routed_first_shared_second_fusion,2,170,0.0092,0.012415999546647072,True,True,0
worker_local_routed_first_shared_second_fusion,2,171,0.0098,0.013824000023305416,True,True,0
worker_local_routed_first_shared_second_fusion,2,172,0.0097,0.012608000077307224,True,True,0
worker_local_routed_first_shared_second_fusion,2,173,0.0103,0.01369599997997284,True,True,0
worker_local_routed_first_shared_second_fusion,2,174,0.0096,0.0318400003015995,True,True,0
worker_local_routed_first_shared_second_fusion,2,175,0.0089,0.011008000001311302,True,True,0
worker_local_routed_first_shared_second_fusion,2,176,0.0095,0.011648000217974186,True,True,0
worker_local_routed_first_shared_second_fusion,2,177,0.0096,0.011776000261306763,True,True,0
worker_local_routed_first_shared_second_fusion,2,178,0.0094,0.011615999974310398,True,True,0
worker_local_routed_first_shared_second_fusion,2,179,0.0093,0.011680000461637974,True,True,0
worker_local_routed_first_shared_second_fusion,2,180,0.0094,0.011455999687314034,True,True,0
worker_local_routed_first_shared_second_fusion,2,181,0.0096,0.011872000060975552,True,True,0
worker_local_routed_first_shared_second_fusion,2,182,0.0095,0.012128000147640705,True,True,0
worker_local_routed_first_shared_second_fusion,2,183,0.0095,0.01206399966031313,True,True,0
worker_local_routed_first_shared_second_fusion,2,184,0.0094,0.011935999616980553,True,True,0
worker_local_routed_first_shared_second_fusion,2,185,0.0087,0.010816000401973724,True,True,0
worker_local_routed_first_shared_second_fusion,2,186,0.0105,0.012223999947309494,True,True,0
worker_local_routed_first_shared_second_fusion,2,187,0.0285,0.03161599859595299,True,True,0
worker_local_routed_first_shared_second_fusion,2,188,0.0088,0.03420799970626831,True,True,0
worker_local_routed_first_shared_second_fusion,2,189,0.0088,0.011648000217974186,True,True,0
worker_local_routed_first_shared_second_fusion,2,190,0.0099,0.01283199992030859,True,True,0
worker_local_routed_first_shared_second_fusion,2,191,0.0097,0.012543999589979649,True,True,0
worker_local_routed_first_shared_second_fusion,2,192,0.0097,0.012927999719977379,True,True,0
worker_local_routed_first_shared_second_fusion,2,193,0.0097,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,2,194,0.011,0.013791999779641628,True,True,0
worker_local_routed_first_shared_second_fusion,2,195,0.0111,0.013824000023305416,True,True,0
worker_local_routed_first_shared_second_fusion,2,196,0.01,0.01724799908697605,True,True,0
worker_local_routed_first_shared_second_fusion,2,197,0.0097,0.012640000320971012,True,True,0
worker_local_routed_first_shared_second_fusion,2,198,0.0098,0.01283199992030859,True,True,0
worker_local_routed_first_shared_second_fusion,2,199,0.0088,0.011839999817311764,True,True,0
worker_local_routed_first_shared_second_fusion,4,0,0.0098,0.023679999634623528,True,True,0
worker_local_routed_first_shared_second_fusion,4,1,0.0096,0.013055999763309956,True,True,0
worker_local_routed_first_shared_second_fusion,4,2,0.0092,0.010975999757647514,True,True,0
worker_local_routed_first_shared_second_fusion,4,3,0.0092,0.012000000104308128,True,True,0
worker_local_routed_first_shared_second_fusion,4,4,0.0097,0.01244799979031086,True,True,0
worker_local_routed_first_shared_second_fusion,4,5,0.026,0.029311999678611755,True,True,0
worker_local_routed_first_shared_second_fusion,4,6,0.0106,0.01375999953597784,True,True,0
worker_local_routed_first_shared_second_fusion,4,7,0.0108,0.02287999913096428,True,True,0
worker_local_routed_first_shared_second_fusion,4,8,0.0095,0.01235199999064207,True,True,0
worker_local_routed_first_shared_second_fusion,4,9,0.0105,0.013535999692976475,True,True,0
worker_local_routed_first_shared_second_fusion,4,10,0.0097,0.012512000277638435,True,True,0
worker_local_routed_first_shared_second_fusion,4,11,0.0098,0.012480000033974648,True,True,0
worker_local_routed_first_shared_second_fusion,4,12,0.0119,0.014303999952971935,True,True,0
worker_local_routed_first_shared_second_fusion,4,13,0.01,0.013376000337302685,True,True,0
worker_local_routed_first_shared_second_fusion,4,14,0.0097,0.012992000207304955,True,True,0
worker_local_routed_first_shared_second_fusion,4,15,0.0094,0.012608000077307224,True,True,0
worker_local_routed_first_shared_second_fusion,4,16,0.0095,0.035711999982595444,True,True,0
worker_local_routed_first_shared_second_fusion,4,17,0.0092,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,18,0.0098,0.012959999963641167,True,True,0
worker_local_routed_first_shared_second_fusion,4,19,0.0096,0.012608000077307224,True,True,0
worker_local_routed_first_shared_second_fusion,4,20,0.0098,0.11481600254774094,True,True,0
worker_local_routed_first_shared_second_fusion,4,21,0.0101,0.01369599997997284,True,True,0
worker_local_routed_first_shared_second_fusion,4,22,0.0096,0.01283199992030859,True,True,0
worker_local_routed_first_shared_second_fusion,4,23,0.009,0.01235199999064207,True,True,0
worker_local_routed_first_shared_second_fusion,4,24,0.009,0.012128000147640705,True,True,0
worker_local_routed_first_shared_second_fusion,4,25,0.0089,0.011231999844312668,True,True,0
worker_local_routed_first_shared_second_fusion,4,26,0.0094,0.011711999773979187,True,True,0
worker_local_routed_first_shared_second_fusion,4,27,0.0092,0.011103999800980091,True,True,0
worker_local_routed_first_shared_second_fusion,4,28,0.0096,0.011807999573647976,True,True,0
worker_local_routed_first_shared_second_fusion,4,29,0.0096,0.011744000017642975,True,True,0
worker_local_routed_first_shared_second_fusion,4,30,0.0094,0.01152000017464161,True,True,0
worker_local_routed_first_shared_second_fusion,4,31,0.0096,0.012640000320971012,True,True,0
worker_local_routed_first_shared_second_fusion,4,32,0.0103,0.013183999806642532,True,True,0
worker_local_routed_first_shared_second_fusion,4,33,0.0294,0.03244800120592117,True,True,0
worker_local_routed_first_shared_second_fusion,4,34,0.0095,0.030432000756263733,True,True,0
worker_local_routed_first_shared_second_fusion,4,35,0.0102,0.013279999606311321,True,True,0
worker_local_routed_first_shared_second_fusion,4,36,0.0112,0.013791999779641628,True,True,0
worker_local_routed_first_shared_second_fusion,4,37,0.0107,0.013952000066637993,True,True,0
worker_local_routed_first_shared_second_fusion,4,38,0.0107,0.013663999736309052,True,True,0
worker_local_routed_first_shared_second_fusion,4,39,0.0108,0.013824000023305416,True,True,0
worker_local_routed_first_shared_second_fusion,4,40,0.0109,0.01398400031030178,True,True,0
worker_local_routed_first_shared_second_fusion,4,41,0.0096,0.01283199992030859,True,True,0
worker_local_routed_first_shared_second_fusion,4,42,0.0107,0.013824000023305416,True,True,0
worker_local_routed_first_shared_second_fusion,4,43,0.0097,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,44,0.0283,0.03171199932694435,True,True,0
worker_local_routed_first_shared_second_fusion,4,45,0.0096,0.013472000136971474,True,True,0
worker_local_routed_first_shared_second_fusion,4,46,0.0087,0.012160000391304493,True,True,0
worker_local_routed_first_shared_second_fusion,4,47,0.0094,0.013663999736309052,True,True,0
worker_local_routed_first_shared_second_fusion,4,48,0.0098,0.012992000207304955,True,True,0
worker_local_routed_first_shared_second_fusion,4,49,0.0095,0.013120000250637531,True,True,0
worker_local_routed_first_shared_second_fusion,4,50,0.0091,0.012671999633312225,True,True,0
worker_local_routed_first_shared_second_fusion,4,51,0.0092,0.012191999703645706,True,True,0
worker_local_routed_first_shared_second_fusion,4,52,0.0089,0.011615999974310398,True,True,0
worker_local_routed_first_shared_second_fusion,4,53,0.0097,0.012927999719977379,True,True,0
worker_local_routed_first_shared_second_fusion,4,54,0.0393,0.04310400038957596,True,True,0
worker_local_routed_first_shared_second_fusion,4,55,0.01,0.013856000266969204,True,True,0
worker_local_routed_first_shared_second_fusion,4,56,0.009,0.01206399966031313,True,True,0
worker_local_routed_first_shared_second_fusion,4,57,0.0101,0.013248000293970108,True,True,0
worker_local_routed_first_shared_second_fusion,4,58,0.0095,0.012671999633312225,True,True,0
worker_local_routed_first_shared_second_fusion,4,59,0.0402,0.04403200000524521,True,True,0
worker_local_routed_first_shared_second_fusion,4,60,0.0089,0.012480000033974648,True,True,0
worker_local_routed_first_shared_second_fusion,4,61,0.0093,0.013632000423967838,True,True,0
worker_local_routed_first_shared_second_fusion,4,62,0.0096,0.01369599997997284,True,True,0
worker_local_routed_first_shared_second_fusion,4,63,0.0098,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,4,64,0.0098,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,4,65,0.01,0.013024000450968742,True,True,0
worker_local_routed_first_shared_second_fusion,4,66,0.0394,0.042688000947237015,True,True,0
worker_local_routed_first_shared_second_fusion,4,67,0.0094,0.013088000006973743,True,True,0
worker_local_routed_first_shared_second_fusion,4,68,0.009,0.012671999633312225,True,True,0
worker_local_routed_first_shared_second_fusion,4,69,0.0093,0.012223999947309494,True,True,0
worker_local_routed_first_shared_second_fusion,4,70,0.0089,0.01190400030463934,True,True,0
worker_local_routed_first_shared_second_fusion,4,71,0.0093,0.012703999876976013,True,True,0
worker_local_routed_first_shared_second_fusion,4,72,0.0391,0.04265600070357323,True,True,0
worker_local_routed_first_shared_second_fusion,4,73,0.0103,0.0318400003015995,True,True,0
worker_local_routed_first_shared_second_fusion,4,74,0.0096,0.011935999616980553,True,True,0
worker_local_routed_first_shared_second_fusion,4,75,0.0092,0.011392000131309032,True,True,0
worker_local_routed_first_shared_second_fusion,4,76,0.0091,0.011487999930977821,True,True,0
worker_local_routed_first_shared_second_fusion,4,77,0.0099,0.013151999562978745,True,True,0
worker_local_routed_first_shared_second_fusion,4,78,0.0114,0.013952000066637993,True,True,0
worker_local_routed_first_shared_second_fusion,4,79,0.0093,0.011680000461637974,True,True,0
worker_local_routed_first_shared_second_fusion,4,80,0.0094,0.011744000017642975,True,True,0
worker_local_routed_first_shared_second_fusion,4,81,0.0094,0.011615999974310398,True,True,0
worker_local_routed_first_shared_second_fusion,4,82,0.0095,0.011839999817311764,True,True,0
worker_local_routed_first_shared_second_fusion,4,83,0.0096,0.011776000261306763,True,True,0
worker_local_routed_first_shared_second_fusion,4,84,0.0094,0.011615999974310398,True,True,0
worker_local_routed_first_shared_second_fusion,4,85,0.0094,0.012543999589979649,True,True,0
worker_local_routed_first_shared_second_fusion,4,86,0.0093,0.011648000217974186,True,True,0
worker_local_routed_first_shared_second_fusion,4,87,0.0094,0.011680000461637974,True,True,0
worker_local_routed_first_shared_second_fusion,4,88,0.0094,0.01190400030463934,True,True,0
worker_local_routed_first_shared_second_fusion,4,89,0.0093,0.011552000418305397,True,True,0
worker_local_routed_first_shared_second_fusion,4,90,0.0095,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,91,0.0088,0.011744000017642975,True,True,0
worker_local_routed_first_shared_second_fusion,4,92,0.0093,0.011935999616980553,True,True,0
worker_local_routed_first_shared_second_fusion,4,93,0.0097,0.01244799979031086,True,True,0
worker_local_routed_first_shared_second_fusion,4,94,0.0096,0.012223999947309494,True,True,0
worker_local_routed_first_shared_second_fusion,4,95,0.0096,0.012095999903976917,True,True,0
worker_local_routed_first_shared_second_fusion,4,96,0.0086,0.011071999557316303,True,True,0
worker_local_routed_first_shared_second_fusion,4,97,0.0091,0.01196799986064434,True,True,0
worker_local_routed_first_shared_second_fusion,4,98,0.0097,0.013088000006973743,True,True,0
worker_local_routed_first_shared_second_fusion,4,99,0.0088,0.011071999557316303,True,True,0
worker_local_routed_first_shared_second_fusion,4,100,0.0094,0.010879999957978725,True,True,0
worker_local_routed_first_shared_second_fusion,4,101,0.0316,0.03519999980926514,True,True,0
worker_local_routed_first_shared_second_fusion,4,102,0.0092,0.012736000120639801,True,True,0
worker_local_routed_first_shared_second_fusion,4,103,0.0093,0.012191999703645706,True,True,0
worker_local_routed_first_shared_second_fusion,4,104,0.0095,0.013055999763309956,True,True,0
worker_local_routed_first_shared_second_fusion,4,105,0.0094,0.029983999207615852,True,True,0
worker_local_routed_first_shared_second_fusion,4,106,0.0094,0.01244799979031086,True,True,0
worker_local_routed_first_shared_second_fusion,4,107,0.0099,0.011264000087976456,True,True,0
worker_local_routed_first_shared_second_fusion,4,108,0.0313,0.034304000437259674,True,True,0
worker_local_routed_first_shared_second_fusion,4,109,0.0092,0.03136000037193298,True,True,0
worker_local_routed_first_shared_second_fusion,4,110,0.0088,0.01142400037497282,True,True,0
worker_local_routed_first_shared_second_fusion,4,111,0.0091,0.011807999573647976,True,True,0
worker_local_routed_first_shared_second_fusion,4,112,0.0302,0.034272000193595886,True,True,0
worker_local_routed_first_shared_second_fusion,4,113,0.0109,0.013952000066637993,True,True,0
worker_local_routed_first_shared_second_fusion,4,114,0.0097,0.013120000250637531,True,True,0
worker_local_routed_first_shared_second_fusion,4,115,0.0095,0.012671999633312225,True,True,0
worker_local_routed_first_shared_second_fusion,4,116,0.0097,0.0307839997112751,True,True,0
worker_local_routed_first_shared_second_fusion,4,117,0.0108,0.013567999936640263,True,True,0
worker_local_routed_first_shared_second_fusion,4,118,0.0101,0.013024000450968742,True,True,0
worker_local_routed_first_shared_second_fusion,4,119,0.0092,0.011807999573647976,True,True,0
worker_local_routed_first_shared_second_fusion,4,120,0.0101,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,121,0.0093,0.012095999903976917,True,True,0
worker_local_routed_first_shared_second_fusion,4,122,0.0095,0.011359999887645245,True,True,0
worker_local_routed_first_shared_second_fusion,4,123,0.0087,0.01152000017464161,True,True,0
worker_local_routed_first_shared_second_fusion,4,124,0.0115,0.014336000196635723,True,True,0
worker_local_routed_first_shared_second_fusion,4,125,0.011,0.014112000353634357,True,True,0
worker_local_routed_first_shared_second_fusion,4,126,0.0099,0.012703999876976013,True,True,0
worker_local_routed_first_shared_second_fusion,4,127,0.0099,0.013088000006973743,True,True,0
worker_local_routed_first_shared_second_fusion,4,128,0.0095,0.012319999746978283,True,True,0
worker_local_routed_first_shared_second_fusion,4,129,0.0351,0.009952000342309475,True,True,0
worker_local_routed_first_shared_second_fusion,4,130,0.0096,0.012543999589979649,True,True,0
worker_local_routed_first_shared_second_fusion,4,131,0.0325,0.0360959991812706,True,True,0
worker_local_routed_first_shared_second_fusion,4,132,0.0093,0.012671999633312225,True,True,0
worker_local_routed_first_shared_second_fusion,4,133,0.0095,0.013567999936640263,True,True,0
worker_local_routed_first_shared_second_fusion,4,134,0.009,0.01235199999064207,True,True,0
worker_local_routed_first_shared_second_fusion,4,135,0.0107,0.01398400031030178,True,True,0
worker_local_routed_first_shared_second_fusion,4,136,0.0093,0.012223999947309494,True,True,0
worker_local_routed_first_shared_second_fusion,4,137,0.0088,0.011680000461637974,True,True,0
worker_local_routed_first_shared_second_fusion,4,138,0.0098,0.012703999876976013,True,True,0
worker_local_routed_first_shared_second_fusion,4,139,0.0437,0.047231998294591904,True,True,0
worker_local_routed_first_shared_second_fusion,4,140,0.0095,0.031007999554276466,True,True,0
worker_local_routed_first_shared_second_fusion,4,141,0.0106,0.013248000293970108,True,True,0
worker_local_routed_first_shared_second_fusion,4,142,0.0094,0.01228800043463707,True,True,0
worker_local_routed_first_shared_second_fusion,4,143,0.0095,0.011648000217974186,True,True,0
worker_local_routed_first_shared_second_fusion,4,144,0.0094,0.011552000418305397,True,True,0
worker_local_routed_first_shared_second_fusion,4,145,0.0093,0.011711999773979187,True,True,0
worker_local_routed_first_shared_second_fusion,4,146,0.0092,0.01152000017464161,True,True,0
worker_local_routed_first_shared_second_fusion,4,147,0.0094,0.011487999930977821,True,True,0
worker_local_routed_first_shared_second_fusion,4,148,0.0095,0.012736000120639801,True,True,0
worker_local_routed_first_shared_second_fusion,4,149,0.0096,0.012512000277638435,True,True,0
worker_local_routed_first_shared_second_fusion,4,150,0.0096,0.01158399973064661,True,True,0
worker_local_routed_first_shared_second_fusion,4,151,0.009,0.012223999947309494,True,True,0
worker_local_routed_first_shared_second_fusion,4,152,0.0095,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,4,153,0.0097,0.08089599758386612,True,True,0
worker_local_routed_first_shared_second_fusion,4,154,0.0093,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,155,0.0101,0.013248000293970108,True,True,0
worker_local_routed_first_shared_second_fusion,4,156,0.0095,0.012191999703645706,True,True,0
worker_local_routed_first_shared_second_fusion,4,157,0.0094,0.011776000261306763,True,True,0
worker_local_routed_first_shared_second_fusion,4,158,0.0089,0.013024000450968742,True,True,0
worker_local_routed_first_shared_second_fusion,4,159,0.0222,0.02550400048494339,True,True,0
worker_local_routed_first_shared_second_fusion,4,160,0.0136,0.016607999801635742,True,True,0
worker_local_routed_first_shared_second_fusion,4,161,0.0094,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,4,162,0.0251,0.028511999174952507,True,True,0
worker_local_routed_first_shared_second_fusion,4,163,0.0095,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,4,164,0.0093,0.011711999773979187,True,True,0
worker_local_routed_first_shared_second_fusion,4,165,0.0094,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,166,0.0223,0.02566399984061718,True,True,0
worker_local_routed_first_shared_second_fusion,4,167,0.0104,0.013632000423967838,True,True,0
worker_local_routed_first_shared_second_fusion,4,168,0.021,0.024288000538945198,True,True,0
worker_local_routed_first_shared_second_fusion,4,169,0.0107,0.013632000423967838,True,True,0
worker_local_routed_first_shared_second_fusion,4,170,0.0093,0.011839999817311764,True,True,0
worker_local_routed_first_shared_second_fusion,4,171,0.0095,0.012256000190973282,True,True,0
worker_local_routed_first_shared_second_fusion,4,172,0.009,0.02723200060427189,True,True,0
worker_local_routed_first_shared_second_fusion,4,173,0.0097,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,174,0.0093,0.010623999871313572,True,True,0
worker_local_routed_first_shared_second_fusion,4,175,0.0092,0.012512000277638435,True,True,0
worker_local_routed_first_shared_second_fusion,4,176,0.0095,0.012384000234305859,True,True,0
worker_local_routed_first_shared_second_fusion,4,177,0.0096,0.012575999833643436,True,True,0
worker_local_routed_first_shared_second_fusion,4,178,0.0108,0.013791999779641628,True,True,0
worker_local_routed_first_shared_second_fusion,4,179,0.0091,0.01228800043463707,True,True,0
worker_local_routed_first_shared_second_fusion,4,180,0.0096,0.012512000277638435,True,True,0
worker_local_routed_first_shared_second_fusion,4,181,0.0098,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,4,182,0.0096,0.01196799986064434,True,True,0
worker_local_routed_first_shared_second_fusion,4,183,0.0095,0.012799999676644802,True,True,0
worker_local_routed_first_shared_second_fusion,4,184,0.0097,0.012640000320971012,True,True,0
worker_local_routed_first_shared_second_fusion,4,185,0.0107,0.012864000163972378,True,True,0
worker_local_routed_first_shared_second_fusion,4,186,0.0095,0.011935999616980553,True,True,0
worker_local_routed_first_shared_second_fusion,4,187,0.0098,0.012992000207304955,True,True,0
worker_local_routed_first_shared_second_fusion,4,188,0.0217,0.024768000468611717,True,True,0
worker_local_routed_first_shared_second_fusion,4,189,0.0108,0.01462399959564209,True,True,0
worker_local_routed_first_shared_second_fusion,4,190,0.0089,0.01158399973064661,True,True,0
worker_local_routed_first_shared_second_fusion,4,191,0.0091,0.01228800043463707,True,True,0
worker_local_routed_first_shared_second_fusion,4,192,0.0098,0.035232000052928925,True,True,0
worker_local_routed_first_shared_second_fusion,4,193,0.0094,0.012191999703645706,True,True,0
worker_local_routed_first_shared_second_fusion,4,194,0.0098,0.012608000077307224,True,True,0
worker_local_routed_first_shared_second_fusion,4,195,0.0107,0.013183999806642532,True,True,0
worker_local_routed_first_shared_second_fusion,4,196,0.0092,0.01244799979031086,True,True,0
worker_local_routed_first_shared_second_fusion,4,197,0.0097,0.013055999763309956,True,True,0
worker_local_routed_first_shared_second_fusion,4,198,0.0093,0.012799999676644802,True,True,0
worker_local_routed_first_shared_second_fusion,4,199,0.0094,0.012512000277638435,True,True,0
