split,candidate_id,candidate_type,degree,layer,layer_type,rows,sample_index,wall_ms,finite_output,production_native_dispatch,timed_checkpoint_reads,resident_weights
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,2,42.4652,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,3,42.2434,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,4,43.6118,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,5,43.4251,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,6,43.1927,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,7,43.3038,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,8,42.6267,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,9,43.3085,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,10,42.8898,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,11,42.5703,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,12,42.1209,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,13,42.3344,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,14,42.2461,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,15,42.0037,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,16,42.7054,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,17,42.8378,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,18,42.3832,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,19,42.0159,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,20,41.789,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,21,42.4888,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,22,42.2833,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,23,42.4017,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,24,42.3147,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,25,42.0284,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,26,42.1712,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,27,42.0558,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,28,41.9707,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,29,43.0609,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,30,42.4513,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,31,42.8663,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,32,43.4141,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,33,42.3378,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,34,42.3401,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,35,42.4454,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,36,42.4241,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,37,42.5809,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,38,43.6671,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,39,43.3167,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,40,42.5642,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,41,42.9034,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,42,42.5669,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,43,42.0599,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,44,42.5557,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,45,42.2425,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,46,42.4688,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,47,43.3523,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,48,44.3318,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,49,44.5522,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,50,43.8409,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,51,43.991,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,52,43.9271,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,53,43.6616,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,54,44.5911,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,55,43.9641,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,56,43.6728,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,57,43.527,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,58,43.973,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,59,44.6624,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,60,44.091,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,61,44.1644,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,62,44.3068,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,63,43.9762,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,64,43.1905,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,65,43.4672,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,66,43.7303,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,67,44.0775,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,68,44.8517,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,69,44.4422,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,70,45.1176,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,71,44.1968,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,72,44.0113,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,73,44.1719,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,74,44.1308,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,75,43.9562,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,76,44.6141,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,77,44.8872,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,78,45.2798,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,79,44.0982,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,80,44.493,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,81,45.0316,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,82,45.2855,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,83,44.9177,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,84,44.3453,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,85,44.9213,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,86,44.5357,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,87,44.1188,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,88,44.2202,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,89,44.4949,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,90,45.2394,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,91,44.7314,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,92,44.2375,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,93,46.0283,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,94,44.4451,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,95,44.121,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,96,44.2461,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,97,44.1109,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,98,44.2354,True,True,0,True
calibration,layer-45:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,45,KDA,4,99,45.2331,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,0,23.6653,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,1,24.0987,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,2,23.5246,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,3,24.6114,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,4,23.6696,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,5,23.5462,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,6,23.7279,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,7,23.6384,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,8,23.9088,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,9,23.6851,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,10,23.5717,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,11,23.6253,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,12,24.0786,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,13,24.0167,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,14,23.6439,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,15,23.6638,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,16,23.581,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,17,23.5368,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,18,23.7316,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,19,24.1065,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,20,24.0752,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,21,24.4025,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,22,24.0521,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,23,24.0961,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,24,23.9047,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,25,22.5006,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,26,24.7555,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,27,24.6657,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,28,23.5657,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,29,21.2059,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,30,20.4005,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,31,21.5322,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,32,23.8432,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,33,21.6815,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,34,23.7809,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,35,23.811,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,36,24.0511,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,37,23.6875,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,38,25.3467,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,39,26.0721,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,40,24.7294,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,41,25.0474,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,42,24.8922,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,43,25.0192,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,44,24.4622,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,45,24.6989,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,46,24.3524,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,47,24.7353,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,48,23.3132,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,49,20.4943,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,50,24.3309,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,51,24.301,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,52,23.531,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,53,23.8492,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,54,23.9152,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,55,23.6024,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,56,23.3501,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,57,23.6306,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,58,23.9161,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,59,23.722,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,60,23.7167,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,61,23.8564,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,62,24.4273,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,63,24.3301,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,64,24.1972,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,65,24.0386,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,66,24.1129,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,67,24.1477,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,68,24.8488,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,69,25.1723,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,70,25.6172,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,71,23.9391,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,72,23.8379,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,73,23.8903,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,74,23.9321,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,75,24.2393,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,76,24.1239,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,77,24.549,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,78,24.7065,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,79,24.366,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,80,24.221,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,81,23.9682,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,82,23.7692,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,83,24.2894,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,84,24.1146,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,85,23.812,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,86,23.4469,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,87,23.7131,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,88,23.5569,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,89,23.4512,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,90,23.7724,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,91,23.9057,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,92,24.1073,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,93,24.0174,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,94,24.0049,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,95,24.0547,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,96,23.5124,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,97,24.0424,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,98,23.7162,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,1,99,24.5116,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,2,0,27.0457,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,2,1,26.2744,True,True,0,True
calibration,layer-47:FULL_MIXED_STRIPE:p8,FULL_MIXED_STRIPE,8,47,GATED_MLA,2,2,26.3285,True,True,0,True
