scenario,slo_feasible,cost_per_M_at_0_15,layer_zero_candidate_id,p8_layer_count,whole_layer_only_commodity_model_feasible,p8_required_whole_layer_incapable_compute_share,global_correctness_pass,scenario_wedge_pass
COMMODITY_GOOD,True,12305.118508799664,layer-00:WHOLE_LAYER:p1,92,False,1.0,False,False
