inventory_id,family,whole_feasible,adaptive_feasible,adaptive_tok_s,result
memory-fragmented-02,memory-fragmented,False,True,2.500303413346326,SUB_LAYER_UNLOCKED_FEASIBILITY
memory-fragmented-04,memory-fragmented,False,True,2.571845489235117,SUB_LAYER_UNLOCKED_FEASIBILITY
memory-fragmented-06,memory-fragmented,False,True,2.4733152355183377,SUB_LAYER_UNLOCKED_FEASIBILITY
full-mixed-04,full-mixed,False,True,2.013231280621227,SUB_LAYER_UNLOCKED_FEASIBILITY
full-mixed-05,full-mixed,False,True,2.500506919817702,SUB_LAYER_UNLOCKED_FEASIBILITY
full-mixed-06,full-mixed,False,True,2.4711718565873566,SUB_LAYER_UNLOCKED_FEASIBILITY
