inventory_id,layer_id,source_node_id,destination_node_id,objective_before,objective_after,relative_gain_percent,starting_candidate,relocation_iteration,accepted
coarse-friendly-01,13,coarse-016,coarse-004,4.583837626892478,4.659011551997607,1.6399779229547384,FROZEN_B,5,True
coarse-friendly-01,9,coarse-006,coarse-012,4.659011551997607,4.747551483918028,1.9004016395378631,FROZEN_B,6,True
coarse-friendly-01,92,coarse-031,coarse-020,4.747551483918028,4.836124616157446,1.8656592253807558,FROZEN_B,7,True
coarse-friendly-01,76,coarse-009,coarse-006,4.836124616157446,5.057046835624591,4.56816639358395,FROZEN_B,8,True
coarse-friendly-01,24,coarse-024,coarse-009,5.057046835624591,5.078350737649564,0.4212715981765758,FROZEN_B,9,True
coarse-friendly-01,81,coarse-015,coarse-016,5.078350737649564,5.1010274404282825,0.44653675868819853,FROZEN_B,10,True
coarse-friendly-01,29,coarse-022,coarse-031,5.1010274404282825,5.1088613851594005,0.15357582021673366,FROZEN_B,11,True
coarse-friendly-01,85,coarse-025,coarse-024,5.1088613851594005,5.1461374392945265,0.7296352616535717,FROZEN_B,12,True
coarse-friendly-01,7,coarse-007,coarse-015,5.1461374392945265,5.190433144273111,0.8607563536946028,FROZEN_B,13,True
coarse-friendly-01,88,coarse-035,coarse-022,5.190433144273111,5.214505239147972,0.463778151182237,FROZEN_B,14,True
coarse-friendly-01,78,coarse-011,coarse-010,5.214505239147972,5.301065918380978,1.6599979339008142,FROZEN_B,15,True
coarse-friendly-01,3,coarse-001,coarse-011,5.301065918380978,5.51384915909648,4.0139708502340055,FROZEN_B,16,True
coarse-friendly-01,6,coarse-000,coarse-002,3.9515794425444906,4.313545144286576,9.160025934060666,FROZEN_C,1,True
coarse-friendly-01,18,coarse-020,coarse-002,4.313545144286576,4.328624216495815,0.3495749251450686,FROZEN_C,2,True
coarse-friendly-01,90,coarse-012,coarse-000,4.328624216495815,4.533366951331918,4.729972494629031,FROZEN_C,3,True
coarse-friendly-01,8,coarse-010,coarse-003,4.533366951331918,4.583837626892478,1.113315469548115,FROZEN_C,4,True
coarse-friendly-01,13,coarse-016,coarse-004,4.583837626892478,4.659011551997607,1.6399779229547384,FROZEN_C,5,True
coarse-friendly-01,9,coarse-006,coarse-012,4.659011551997607,4.747551483918028,1.9004016395378631,FROZEN_C,6,True
coarse-friendly-01,92,coarse-031,coarse-020,4.747551483918028,4.836124616157446,1.8656592253807558,FROZEN_C,7,True
coarse-friendly-01,76,coarse-009,coarse-006,4.836124616157446,5.057046835624591,4.56816639358395,FROZEN_C,8,True
coarse-friendly-01,24,coarse-024,coarse-009,5.057046835624591,5.078350737649564,0.4212715981765758,FROZEN_C,9,True
coarse-friendly-01,81,coarse-015,coarse-016,5.078350737649564,5.1010274404282825,0.44653675868819853,FROZEN_C,10,True
coarse-friendly-01,29,coarse-022,coarse-031,5.1010274404282825,5.1088613851594005,0.15357582021673366,FROZEN_C,11,True
coarse-friendly-01,85,coarse-025,coarse-024,5.1088613851594005,5.1461374392945265,0.7296352616535717,FROZEN_C,12,True
coarse-friendly-01,7,coarse-007,coarse-015,5.1461374392945265,5.190433144273111,0.8607563536946028,FROZEN_C,13,True
coarse-friendly-01,88,coarse-035,coarse-022,5.190433144273111,5.214505239147972,0.463778151182237,FROZEN_C,14,True
coarse-friendly-01,78,coarse-011,coarse-010,5.214505239147972,5.301065918380978,1.6599979339008142,FROZEN_C,15,True
coarse-friendly-01,3,coarse-001,coarse-011,5.301065918380978,5.51384915909648,4.0139708502340055,FROZEN_C,16,True
coarse-friendly-01,6,coarse-000,coarse-002,3.9515794425444906,4.313545144286576,9.160025934060666,FROZEN_D,1,True
coarse-friendly-01,18,coarse-020,coarse-002,4.313545144286576,4.328624216495815,0.3495749251450686,FROZEN_D,2,True
coarse-friendly-01,90,coarse-012,coarse-000,4.328624216495815,4.533366951331918,4.729972494629031,FROZEN_D,3,True
coarse-friendly-01,8,coarse-010,coarse-003,4.533366951331918,4.583837626892478,1.113315469548115,FROZEN_D,4,True
coarse-friendly-01,13,coarse-016,coarse-004,4.583837626892478,4.659011551997607,1.6399779229547384,FROZEN_D,5,True
coarse-friendly-01,9,coarse-006,coarse-012,4.659011551997607,4.747551483918028,1.9004016395378631,FROZEN_D,6,True
coarse-friendly-01,92,coarse-031,coarse-020,4.747551483918028,4.836124616157446,1.8656592253807558,FROZEN_D,7,True
coarse-friendly-01,76,coarse-009,coarse-006,4.836124616157446,5.057046835624591,4.56816639358395,FROZEN_D,8,True
coarse-friendly-01,24,coarse-024,coarse-009,5.057046835624591,5.078350737649564,0.4212715981765758,FROZEN_D,9,True
coarse-friendly-01,81,coarse-015,coarse-016,5.078350737649564,5.1010274404282825,0.44653675868819853,FROZEN_D,10,True
coarse-friendly-01,29,coarse-022,coarse-031,5.1010274404282825,5.1088613851594005,0.15357582021673366,FROZEN_D,11,True
coarse-friendly-01,85,coarse-025,coarse-024,5.1088613851594005,5.1461374392945265,0.7296352616535717,FROZEN_D,12,True
coarse-friendly-01,7,coarse-007,coarse-015,5.1461374392945265,5.190433144273111,0.8607563536946028,FROZEN_D,13,True
coarse-friendly-01,88,coarse-035,coarse-022,5.190433144273111,5.214505239147972,0.463778151182237,FROZEN_D,14,True
coarse-friendly-01,78,coarse-011,coarse-010,5.214505239147972,5.301065918380978,1.6599979339008142,FROZEN_D,15,True
coarse-friendly-01,3,coarse-001,coarse-011,5.301065918380978,5.51384915909648,4.0139708502340055,FROZEN_D,16,True
coarse-friendly-01,6,coarse-000,coarse-002,3.9515794425444906,4.313545144286576,9.160025934060666,FROZEN_E,1,True
coarse-friendly-01,18,coarse-020,coarse-002,4.313545144286576,4.328624216495815,0.3495749251450686,FROZEN_E,2,True
coarse-friendly-01,90,coarse-012,coarse-000,4.328624216495815,4.533366951331918,4.729972494629031,FROZEN_E,3,True
coarse-friendly-01,8,coarse-010,coarse-003,4.533366951331918,4.583837626892478,1.113315469548115,FROZEN_E,4,True
coarse-friendly-01,13,coarse-016,coarse-004,4.583837626892478,4.659011551997607,1.6399779229547384,FROZEN_E,5,True
coarse-friendly-01,9,coarse-006,coarse-012,4.659011551997607,4.747551483918028,1.9004016395378631,FROZEN_E,6,True
coarse-friendly-01,92,coarse-031,coarse-020,4.747551483918028,4.836124616157446,1.8656592253807558,FROZEN_E,7,True
coarse-friendly-01,76,coarse-009,coarse-006,4.836124616157446,5.057046835624591,4.56816639358395,FROZEN_E,8,True
coarse-friendly-01,24,coarse-024,coarse-009,5.057046835624591,5.078350737649564,0.4212715981765758,FROZEN_E,9,True
coarse-friendly-01,81,coarse-015,coarse-016,5.078350737649564,5.1010274404282825,0.44653675868819853,FROZEN_E,10,True
coarse-friendly-01,29,coarse-022,coarse-031,5.1010274404282825,5.1088613851594005,0.15357582021673366,FROZEN_E,11,True
coarse-friendly-01,85,coarse-025,coarse-024,5.1088613851594005,5.1461374392945265,0.7296352616535717,FROZEN_E,12,True
coarse-friendly-01,7,coarse-007,coarse-015,5.1461374392945265,5.190433144273111,0.8607563536946028,FROZEN_E,13,True
coarse-friendly-01,88,coarse-035,coarse-022,5.190433144273111,5.214505239147972,0.463778151182237,FROZEN_E,14,True
coarse-friendly-01,78,coarse-011,coarse-010,5.214505239147972,5.301065918380978,1.6599979339008142,FROZEN_E,15,True
coarse-friendly-01,3,coarse-001,coarse-011,5.301065918380978,5.51384915909648,4.0139708502340055,FROZEN_E,16,True
coarse-friendly-02,20,coarse-023,coarse-002,4.432844365806232,4.529161818046363,2.1728137577555984,FROZEN_A,1,True
coarse-friendly-02,7,coarse-003,coarse-002,4.529161818046363,4.701878792111142,3.813442332234418,FROZEN_A,2,True
coarse-friendly-02,90,coarse-028,coarse-023,4.701878792111142,4.755997985594204,1.15101209273758,FROZEN_A,3,True
coarse-friendly-02,8,coarse-006,coarse-016,4.755997985594204,4.807925300214605,1.0918279355392357,FROZEN_A,4,True
coarse-friendly-02,80,coarse-015,coarse-003,4.807925300214605,4.89219380898401,1.7527000422748573,FROZEN_A,5,True
coarse-friendly-02,22,coarse-025,coarse-006,4.89219380898401,4.920955940868151,0.5879188970666194,FROZEN_A,6,True
coarse-friendly-02,10,coarse-005,coarse-015,4.920955940868151,4.944380222033494,0.47601078828620746,FROZEN_A,7,True
coarse-friendly-02,13,coarse-013,coarse-005,4.944380222033494,5.009182910132517,1.3106331873557142,FROZEN_A,8,True
coarse-friendly-02,1,coarse-001,coarse-019,5.009182910132517,5.044812919594665,0.7112938397612956,FROZEN_A,9,True
coarse-friendly-02,13,coarse-005,coarse-001,5.044812919594665,5.1144430090749555,1.3802313503012087,FROZEN_A,10,True
coarse-friendly-02,68,coarse-009,coarse-005,5.1144430090749555,5.14892525802517,0.6742131819443609,FROZEN_A,11,True
coarse-friendly-02,5,coarse-008,coarse-009,5.14892525802517,5.196079664137901,0.9158106546455658,FROZEN_A,12,True
coarse-friendly-02,30,coarse-033,coarse-008,5.196079664137901,5.226404260309233,0.5836052972902905,FROZEN_A,13,True
coarse-friendly-02,85,coarse-030,coarse-025,5.226404260309233,5.233352375982852,0.1329425610334889,FROZEN_A,14,True
coarse-friendly-02,25,coarse-026,coarse-028,5.233352375982852,5.243491075455053,0.19373240599525055,FROZEN_A,15,True
coarse-friendly-02,82,coarse-027,coarse-026,5.243491075455053,5.254418018877692,0.20839061734627684,FROZEN_A,16,True
coarse-friendly-02,20,coarse-023,coarse-002,4.432844365806232,4.529161818046363,2.1728137577555984,FROZEN_B,1,True
coarse-friendly-02,7,coarse-003,coarse-002,4.529161818046363,4.701878792111142,3.813442332234418,FROZEN_B,2,True
coarse-friendly-02,90,coarse-028,coarse-023,4.701878792111142,4.755997985594204,1.15101209273758,FROZEN_B,3,True
coarse-friendly-02,8,coarse-006,coarse-016,4.755997985594204,4.807925300214605,1.0918279355392357,FROZEN_B,4,True
coarse-friendly-02,80,coarse-015,coarse-003,4.807925300214605,4.89219380898401,1.7527000422748573,FROZEN_B,5,True
coarse-friendly-02,22,coarse-025,coarse-006,4.89219380898401,4.920955940868151,0.5879188970666194,FROZEN_B,6,True
coarse-friendly-02,10,coarse-005,coarse-015,4.920955940868151,4.944380222033494,0.47601078828620746,FROZEN_B,7,True
coarse-friendly-02,13,coarse-013,coarse-005,4.944380222033494,5.009182910132517,1.3106331873557142,FROZEN_B,8,True
coarse-friendly-02,1,coarse-001,coarse-019,5.009182910132517,5.044812919594665,0.7112938397612956,FROZEN_B,9,True
coarse-friendly-02,13,coarse-005,coarse-001,5.044812919594665,5.1144430090749555,1.3802313503012087,FROZEN_B,10,True
coarse-friendly-02,68,coarse-009,coarse-005,5.1144430090749555,5.14892525802517,0.6742131819443609,FROZEN_B,11,True
coarse-friendly-02,5,coarse-008,coarse-009,5.14892525802517,5.196079664137901,0.9158106546455658,FROZEN_B,12,True
coarse-friendly-02,30,coarse-033,coarse-008,5.196079664137901,5.226404260309233,0.5836052972902905,FROZEN_B,13,True
coarse-friendly-02,85,coarse-030,coarse-025,5.226404260309233,5.233352375982852,0.1329425610334889,FROZEN_B,14,True
coarse-friendly-02,25,coarse-026,coarse-028,5.233352375982852,5.243491075455053,0.19373240599525055,FROZEN_B,15,True
coarse-friendly-02,82,coarse-027,coarse-026,5.243491075455053,5.254418018877692,0.20839061734627684,FROZEN_B,16,True
coarse-friendly-02,20,coarse-023,coarse-002,4.432844365806232,4.529161818046363,2.1728137577555984,FROZEN_C,1,True
coarse-friendly-02,7,coarse-003,coarse-002,4.529161818046363,4.701878792111142,3.813442332234418,FROZEN_C,2,True
coarse-friendly-02,90,coarse-028,coarse-023,4.701878792111142,4.755997985594204,1.15101209273758,FROZEN_C,3,True
coarse-friendly-02,8,coarse-006,coarse-016,4.755997985594204,4.807925300214605,1.0918279355392357,FROZEN_C,4,True
coarse-friendly-02,80,coarse-015,coarse-003,4.807925300214605,4.89219380898401,1.7527000422748573,FROZEN_C,5,True
coarse-friendly-02,22,coarse-025,coarse-006,4.89219380898401,4.920955940868151,0.5879188970666194,FROZEN_C,6,True
coarse-friendly-02,10,coarse-005,coarse-015,4.920955940868151,4.944380222033494,0.47601078828620746,FROZEN_C,7,True
coarse-friendly-02,13,coarse-013,coarse-005,4.944380222033494,5.009182910132517,1.3106331873557142,FROZEN_C,8,True
coarse-friendly-02,1,coarse-001,coarse-019,5.009182910132517,5.044812919594665,0.7112938397612956,FROZEN_C,9,True
coarse-friendly-02,13,coarse-005,coarse-001,5.044812919594665,5.1144430090749555,1.3802313503012087,FROZEN_C,10,True
coarse-friendly-02,68,coarse-009,coarse-005,5.1144430090749555,5.14892525802517,0.6742131819443609,FROZEN_C,11,True
coarse-friendly-02,5,coarse-008,coarse-009,5.14892525802517,5.196079664137901,0.9158106546455658,FROZEN_C,12,True
coarse-friendly-02,30,coarse-033,coarse-008,5.196079664137901,5.226404260309233,0.5836052972902905,FROZEN_C,13,True
coarse-friendly-02,85,coarse-030,coarse-025,5.226404260309233,5.233352375982852,0.1329425610334889,FROZEN_C,14,True
coarse-friendly-02,25,coarse-026,coarse-028,5.233352375982852,5.243491075455053,0.19373240599525055,FROZEN_C,15,True
coarse-friendly-02,82,coarse-027,coarse-026,5.243491075455053,5.254418018877692,0.20839061734627684,FROZEN_C,16,True
coarse-friendly-02,20,coarse-023,coarse-002,4.432844365806232,4.529161818046363,2.1728137577555984,FROZEN_D,1,True
coarse-friendly-02,7,coarse-003,coarse-002,4.529161818046363,4.701878792111142,3.813442332234418,FROZEN_D,2,True
coarse-friendly-02,90,coarse-028,coarse-023,4.701878792111142,4.755997985594204,1.15101209273758,FROZEN_D,3,True
coarse-friendly-02,8,coarse-006,coarse-016,4.755997985594204,4.807925300214605,1.0918279355392357,FROZEN_D,4,True
coarse-friendly-02,80,coarse-015,coarse-003,4.807925300214605,4.89219380898401,1.7527000422748573,FROZEN_D,5,True
coarse-friendly-02,22,coarse-025,coarse-006,4.89219380898401,4.920955940868151,0.5879188970666194,FROZEN_D,6,True
coarse-friendly-02,10,coarse-005,coarse-015,4.920955940868151,4.944380222033494,0.47601078828620746,FROZEN_D,7,True
coarse-friendly-02,13,coarse-013,coarse-005,4.944380222033494,5.009182910132517,1.3106331873557142,FROZEN_D,8,True
coarse-friendly-02,1,coarse-001,coarse-019,5.009182910132517,5.044812919594665,0.7112938397612956,FROZEN_D,9,True
coarse-friendly-02,13,coarse-005,coarse-001,5.044812919594665,5.1144430090749555,1.3802313503012087,FROZEN_D,10,True
coarse-friendly-02,68,coarse-009,coarse-005,5.1144430090749555,5.14892525802517,0.6742131819443609,FROZEN_D,11,True
coarse-friendly-02,5,coarse-008,coarse-009,5.14892525802517,5.196079664137901,0.9158106546455658,FROZEN_D,12,True
coarse-friendly-02,30,coarse-033,coarse-008,5.196079664137901,5.226404260309233,0.5836052972902905,FROZEN_D,13,True
coarse-friendly-02,85,coarse-030,coarse-025,5.226404260309233,5.233352375982852,0.1329425610334889,FROZEN_D,14,True
coarse-friendly-02,25,coarse-026,coarse-028,5.233352375982852,5.243491075455053,0.19373240599525055,FROZEN_D,15,True
coarse-friendly-02,82,coarse-027,coarse-026,5.243491075455053,5.254418018877692,0.20839061734627684,FROZEN_D,16,True
coarse-friendly-02,20,coarse-023,coarse-002,4.432844365806232,4.529161818046363,2.1728137577555984,FROZEN_E,1,True
coarse-friendly-02,7,coarse-003,coarse-002,4.529161818046363,4.701878792111142,3.813442332234418,FROZEN_E,2,True
coarse-friendly-02,90,coarse-028,coarse-023,4.701878792111142,4.755997985594204,1.15101209273758,FROZEN_E,3,True
coarse-friendly-02,8,coarse-006,coarse-016,4.755997985594204,4.807925300214605,1.0918279355392357,FROZEN_E,4,True
coarse-friendly-02,80,coarse-015,coarse-003,4.807925300214605,4.89219380898401,1.7527000422748573,FROZEN_E,5,True
coarse-friendly-02,22,coarse-025,coarse-006,4.89219380898401,4.920955940868151,0.5879188970666194,FROZEN_E,6,True
coarse-friendly-02,10,coarse-005,coarse-015,4.920955940868151,4.944380222033494,0.47601078828620746,FROZEN_E,7,True
coarse-friendly-02,13,coarse-013,coarse-005,4.944380222033494,5.009182910132517,1.3106331873557142,FROZEN_E,8,True
coarse-friendly-02,1,coarse-001,coarse-019,5.009182910132517,5.044812919594665,0.7112938397612956,FROZEN_E,9,True
coarse-friendly-02,13,coarse-005,coarse-001,5.044812919594665,5.1144430090749555,1.3802313503012087,FROZEN_E,10,True
coarse-friendly-02,68,coarse-009,coarse-005,5.1144430090749555,5.14892525802517,0.6742131819443609,FROZEN_E,11,True
coarse-friendly-02,5,coarse-008,coarse-009,5.14892525802517,5.196079664137901,0.9158106546455658,FROZEN_E,12,True
coarse-friendly-02,30,coarse-033,coarse-008,5.196079664137901,5.226404260309233,0.5836052972902905,FROZEN_E,13,True
coarse-friendly-02,85,coarse-030,coarse-025,5.226404260309233,5.233352375982852,0.1329425610334889,FROZEN_E,14,True
coarse-friendly-02,25,coarse-026,coarse-028,5.233352375982852,5.243491075455053,0.19373240599525055,FROZEN_E,15,True
coarse-friendly-02,82,coarse-027,coarse-026,5.243491075455053,5.254418018877692,0.20839061734627684,FROZEN_E,16,True
coarse-friendly-03,20,coarse-020,coarse-002,4.471700121183494,4.550192945573286,1.7553239766225248,FROZEN_A,1,True
coarse-friendly-03,18,coarse-015,coarse-002,4.550192945573286,4.685075269523277,2.9643209763491996,FROZEN_A,2,True
coarse-friendly-03,67,coarse-000,coarse-005,4.685075269523277,4.793708973749823,2.3187184405171646,FROZEN_A,3,True
coarse-friendly-03,11,coarse-008,coarse-000,4.793708973749823,4.888339298026325,1.9740523422405065,FROZEN_A,4,True
coarse-friendly-03,3,coarse-003,coarse-019,4.888339298026325,4.935954130097148,0.9740492459279215,FROZEN_A,5,True
coarse-friendly-03,7,coarse-004,coarse-003,4.935954130097148,4.968649653242883,0.6623951982530185,FROZEN_A,6,True
coarse-friendly-03,67,coarse-005,coarse-004,4.968649653242883,4.981465038434802,0.2579249109172954,FROZEN_A,7,True
coarse-friendly-03,88,coarse-029,coarse-015,4.981465038434802,4.987133953910021,0.11380016584439101,FROZEN_A,8,True
coarse-friendly-03,30,coarse-032,coarse-005,4.987133953910021,5.021153539178865,0.6821470123570927,FROZEN_A,9,True
coarse-friendly-03,21,coarse-022,coarse-008,5.021153539178865,5.029896548950388,0.17412352964918387,FROZEN_A,10,True
coarse-friendly-03,29,coarse-030,coarse-022,5.029896548950388,5.041700825861622,0.23468230005043722,FROZEN_A,11,True
coarse-friendly-03,25,coarse-028,coarse-029,5.041700825861622,5.046868969283298,0.10250793532144975,FROZEN_A,12,True
coarse-friendly-03,78,coarse-016,coarse-020,5.046868969283298,5.060046767013686,0.2611083784935131,FROZEN_A,13,True
coarse-friendly-03,6,coarse-009,coarse-016,5.060046767013686,5.11126521114701,1.0122128607034764,FROZEN_A,14,True
coarse-friendly-03,13,coarse-001,coarse-009,5.11126521114701,5.1507052959760795,0.7716305689451586,FROZEN_A,15,True
coarse-friendly-03,85,coarse-031,coarse-028,5.1507052959760795,5.161001869465793,0.1999060885459203,FROZEN_A,16,True
coarse-friendly-03,20,coarse-020,coarse-002,4.471700121183494,4.550192945573286,1.7553239766225248,FROZEN_B,1,True
coarse-friendly-03,18,coarse-015,coarse-002,4.550192945573286,4.685075269523277,2.9643209763491996,FROZEN_B,2,True
coarse-friendly-03,67,coarse-000,coarse-005,4.685075269523277,4.793708973749823,2.3187184405171646,FROZEN_B,3,True
coarse-friendly-03,11,coarse-008,coarse-000,4.793708973749823,4.888339298026325,1.9740523422405065,FROZEN_B,4,True
coarse-friendly-03,3,coarse-003,coarse-019,4.888339298026325,4.935954130097148,0.9740492459279215,FROZEN_B,5,True
coarse-friendly-03,7,coarse-004,coarse-003,4.935954130097148,4.968649653242883,0.6623951982530185,FROZEN_B,6,True
coarse-friendly-03,67,coarse-005,coarse-004,4.968649653242883,4.981465038434802,0.2579249109172954,FROZEN_B,7,True
coarse-friendly-03,88,coarse-029,coarse-015,4.981465038434802,4.987133953910021,0.11380016584439101,FROZEN_B,8,True
coarse-friendly-03,30,coarse-032,coarse-005,4.987133953910021,5.021153539178865,0.6821470123570927,FROZEN_B,9,True
coarse-friendly-03,21,coarse-022,coarse-008,5.021153539178865,5.029896548950388,0.17412352964918387,FROZEN_B,10,True
coarse-friendly-03,29,coarse-030,coarse-022,5.029896548950388,5.041700825861622,0.23468230005043722,FROZEN_B,11,True
coarse-friendly-03,25,coarse-028,coarse-029,5.041700825861622,5.046868969283298,0.10250793532144975,FROZEN_B,12,True
coarse-friendly-03,78,coarse-016,coarse-020,5.046868969283298,5.060046767013686,0.2611083784935131,FROZEN_B,13,True
coarse-friendly-03,6,coarse-009,coarse-016,5.060046767013686,5.11126521114701,1.0122128607034764,FROZEN_B,14,True
coarse-friendly-03,13,coarse-001,coarse-009,5.11126521114701,5.1507052959760795,0.7716305689451586,FROZEN_B,15,True
coarse-friendly-03,85,coarse-031,coarse-028,5.1507052959760795,5.161001869465793,0.1999060885459203,FROZEN_B,16,True
coarse-friendly-03,20,coarse-020,coarse-002,4.471700121183494,4.550192945573286,1.7553239766225248,FROZEN_C,1,True
coarse-friendly-03,18,coarse-015,coarse-002,4.550192945573286,4.685075269523277,2.9643209763491996,FROZEN_C,2,True
coarse-friendly-03,67,coarse-000,coarse-005,4.685075269523277,4.793708973749823,2.3187184405171646,FROZEN_C,3,True
coarse-friendly-03,11,coarse-008,coarse-000,4.793708973749823,4.888339298026325,1.9740523422405065,FROZEN_C,4,True
coarse-friendly-03,3,coarse-003,coarse-019,4.888339298026325,4.935954130097148,0.9740492459279215,FROZEN_C,5,True
coarse-friendly-03,7,coarse-004,coarse-003,4.935954130097148,4.968649653242883,0.6623951982530185,FROZEN_C,6,True
coarse-friendly-03,67,coarse-005,coarse-004,4.968649653242883,4.981465038434802,0.2579249109172954,FROZEN_C,7,True
coarse-friendly-03,88,coarse-029,coarse-015,4.981465038434802,4.987133953910021,0.11380016584439101,FROZEN_C,8,True
coarse-friendly-03,30,coarse-032,coarse-005,4.987133953910021,5.021153539178865,0.6821470123570927,FROZEN_C,9,True
coarse-friendly-03,21,coarse-022,coarse-008,5.021153539178865,5.029896548950388,0.17412352964918387,FROZEN_C,10,True
coarse-friendly-03,29,coarse-030,coarse-022,5.029896548950388,5.041700825861622,0.23468230005043722,FROZEN_C,11,True
coarse-friendly-03,25,coarse-028,coarse-029,5.041700825861622,5.046868969283298,0.10250793532144975,FROZEN_C,12,True
coarse-friendly-03,78,coarse-016,coarse-020,5.046868969283298,5.060046767013686,0.2611083784935131,FROZEN_C,13,True
coarse-friendly-03,6,coarse-009,coarse-016,5.060046767013686,5.11126521114701,1.0122128607034764,FROZEN_C,14,True
coarse-friendly-03,13,coarse-001,coarse-009,5.11126521114701,5.1507052959760795,0.7716305689451586,FROZEN_C,15,True
coarse-friendly-03,85,coarse-031,coarse-028,5.1507052959760795,5.161001869465793,0.1999060885459203,FROZEN_C,16,True
coarse-friendly-03,20,coarse-020,coarse-002,4.471700121183494,4.550192945573286,1.7553239766225248,FROZEN_D,1,True
coarse-friendly-03,18,coarse-015,coarse-002,4.550192945573286,4.685075269523277,2.9643209763491996,FROZEN_D,2,True
coarse-friendly-03,67,coarse-000,coarse-005,4.685075269523277,4.793708973749823,2.3187184405171646,FROZEN_D,3,True
coarse-friendly-03,11,coarse-008,coarse-000,4.793708973749823,4.888339298026325,1.9740523422405065,FROZEN_D,4,True
coarse-friendly-03,3,coarse-003,coarse-019,4.888339298026325,4.935954130097148,0.9740492459279215,FROZEN_D,5,True
coarse-friendly-03,7,coarse-004,coarse-003,4.935954130097148,4.968649653242883,0.6623951982530185,FROZEN_D,6,True
coarse-friendly-03,67,coarse-005,coarse-004,4.968649653242883,4.981465038434802,0.2579249109172954,FROZEN_D,7,True
coarse-friendly-03,88,coarse-029,coarse-015,4.981465038434802,4.987133953910021,0.11380016584439101,FROZEN_D,8,True
coarse-friendly-03,30,coarse-032,coarse-005,4.987133953910021,5.021153539178865,0.6821470123570927,FROZEN_D,9,True
coarse-friendly-03,21,coarse-022,coarse-008,5.021153539178865,5.029896548950388,0.17412352964918387,FROZEN_D,10,True
coarse-friendly-03,29,coarse-030,coarse-022,5.029896548950388,5.041700825861622,0.23468230005043722,FROZEN_D,11,True
coarse-friendly-03,25,coarse-028,coarse-029,5.041700825861622,5.046868969283298,0.10250793532144975,FROZEN_D,12,True
coarse-friendly-03,78,coarse-016,coarse-020,5.046868969283298,5.060046767013686,0.2611083784935131,FROZEN_D,13,True
coarse-friendly-03,6,coarse-009,coarse-016,5.060046767013686,5.11126521114701,1.0122128607034764,FROZEN_D,14,True
coarse-friendly-03,13,coarse-001,coarse-009,5.11126521114701,5.1507052959760795,0.7716305689451586,FROZEN_D,15,True
coarse-friendly-03,85,coarse-031,coarse-028,5.1507052959760795,5.161001869465793,0.1999060885459203,FROZEN_D,16,True
coarse-friendly-03,20,coarse-020,coarse-002,4.471700121183494,4.550192945573286,1.7553239766225248,FROZEN_E,1,True
coarse-friendly-03,18,coarse-015,coarse-002,4.550192945573286,4.685075269523277,2.9643209763491996,FROZEN_E,2,True
coarse-friendly-03,67,coarse-000,coarse-005,4.685075269523277,4.793708973749823,2.3187184405171646,FROZEN_E,3,True
