scenario,network_stress_percent,layer,layer_type,rows,concurrency,arm,status,warmup_blocks_per_stream,measured_blocks_per_stream,measured_blocks,measured_rows,measurement_window_ms,aggregate_blocks_per_second,aggregate_rows_per_second,p50_block_latency_ms,p95_block_latency_ms,total_network_bytes,moe_network_bytes,moe_network_bytes_per_row,moe_network_messages,moe_network_messages_per_block,worker_compute_ms,compute_queue_wait_ms,network_queue_wait_ms,task_count_simulated,task_graph_replication_factor,evidence_class
COMMODITY_REGIONAL,10.0,91,GATED_MLA,4,32,A_CURRENT,PASS,2,8,256,1024,6786.450818888922,37.72222135427076,150.88888541708303,838.1758577777946,838.6385002778045,1500119040,1028521984,1004416.0,10752,42.0,9994.001066666026,2085.158535555697,1360491.5683277433,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_REGIONAL,10.0,91,GATED_MLA,4,32,B_RETAIN_HIDDEN,PASS,2,8,256,1024,6703.283399999991,38.1902397264004,152.7609589056016,828.4182755555667,828.4182755555667,1294598144,823001088,803712.0,10752,42.0,9994.001066666026,2307.2006855555574,1887970.5118855408,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_REGIONAL,10.0,91,GATED_MLA,4,32,C_SLICE_LATENT,PASS,2,8,256,1024,6703.283399999991,38.1902397264004,152.7609589056016,828.4182755555667,828.4182755555667,1204682752,733085696,715904.0,10752,42.0,9994.001066666026,2307.2006855555574,1888769.759814446,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_REGIONAL,10.0,91,GATED_MLA,4,32,D_FUSE_OUTPUT,PASS,2,8,256,1024,6424.36441222233,39.8482999365604,159.3931997462416,791.2812088889186,801.2529766666577,999161856,527564800,515200.0,8960,35.0,9324.33066666604,2307.2006855555574,1782892.6984811819,36800,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,1,32,A_CURRENT,PASS,2,8,256,256,25039.762833333723,10.223739006793016,10.223739006793016,3118.626133333426,3118.626133333426,360808448,257130496,1004416.0,10752,42.0,5855.338666666749,917.3520000001299,5147957.891633378,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,1,32,B_RETAIN_HIDDEN,PASS,2,8,256,256,24988.17273888924,10.244846739096921,10.244846739096921,3116.8056888889987,3116.8056888889987,309428224,205750272,803712.0,10752,42.0,5855.338666666749,1110.503999999928,7202532.778311205,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,1,32,C_SLICE_LATENT,PASS,2,8,256,256,24988.17273888924,10.244846739096921,10.244846739096921,3116.8056888889987,3116.8056888889987,286949376,183271424,715904.0,10752,42.0,5855.338666666749,1110.503999999928,7204530.898133352,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,1,32,D_FUSE_OUTPUT,PASS,2,8,256,256,24136.37636666701,10.606397419023635,10.606397419023635,3001.3895111111924,3001.3895111112056,235569152,131891200,515200.0,8960,35.0,5212.851200000057,1110.503999999928,6866659.202488876,36800,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,2,32,A_CURRENT,PASS,2,8,256,512,27389.92959166695,9.34650084233458,18.69300168466916,3405.8922666667495,3405.8922666667568,721616896,514260992,1004416.0,10752,42.0,7183.31946666667,1259.269600000407,5628503.196133719,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
COMMODITY_WAN,10.0,89,KDA,2,32,B_RETAIN_HIDDEN,PASS,2,8,256,512,27285.784902777617,9.382174671249421,18.764349342498843,3402.2513777777785,3402.2513777777785,618856448,411500544,803712.0,10752,42.0,7183.31946666667,1455.7112000007182,7857063.90008877,37120,1,PHYSICALLY_GROUNDED_MODEL_ON_SHAPED_NETWORK
