status,blocker,seed_start,seed_count_planned,seed_count_run,common_random_numbers_evaluated
NOT_RUN_AFTER_MANDATORY_CONTROL_FAILURE,COARSE_FRIENDLY_03_HARMFUL_ACCEPTED_FLEX_ACTIONS,23023000,32,0,False
