inventory_id,arm,network_mode,concurrency,layer_id,logical_group_id,primary_node,alternate_node,selected_primary_count,selected_alternate_count,alternate_selection_rate
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,2,2,coarse-046,coarse-006,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,2,5,coarse-038,coarse-006,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,2,6,coarse-012,coarse-039,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,23,1,coarse-034,coarse-037,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,23,2,coarse-026,coarse-037,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,23,3,coarse-043,coarse-037,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,23,6,coarse-041,coarse-037,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,35,2,coarse-045,coarse-007,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,1,35,3,coarse-035,coarse-007,640,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,2,0,coarse-006,coarse-039,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,2,2,coarse-046,coarse-006,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,2,5,coarse-038,coarse-006,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,2,6,coarse-012,coarse-039,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,23,1,coarse-034,coarse-037,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,23,2,coarse-026,coarse-037,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,23,3,coarse-043,coarse-037,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,23,6,coarse-041,coarse-037,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,35,2,coarse-045,coarse-007,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,8,35,3,coarse-035,coarse-007,605,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,2,0,coarse-006,coarse-039,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,2,2,coarse-046,coarse-006,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,2,5,coarse-038,coarse-006,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,2,6,coarse-012,coarse-039,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,23,1,coarse-034,coarse-037,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,23,2,coarse-026,coarse-037,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,23,3,coarse-043,coarse-037,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,23,6,coarse-041,coarse-037,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,35,2,coarse-045,coarse-007,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,32,35,3,coarse-035,coarse-007,485,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,2,0,coarse-006,coarse-039,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,2,2,coarse-046,coarse-006,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,2,5,coarse-038,coarse-006,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,2,6,coarse-012,coarse-039,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,23,1,coarse-034,coarse-037,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,23,2,coarse-026,coarse-037,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,23,3,coarse-043,coarse-037,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,23,6,coarse-041,coarse-037,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,35,2,coarse-045,coarse-007,325,0,0.0
coarse-friendly-03,FLEX_POOL,LEGACY_DIRECTED_LINK,64,35,3,coarse-035,coarse-007,325,0,0.0
