scenario,architecture,active_node_count,output_tokens_per_second,target_cost_per_M,max_uniform_payout_per_active_node_hour
COMMODITY_GOOD,SWARM_D_OPT,192,0.6501359571855421,15.0,0.00018285073795843373
COMMODITY_GOOD,SWARM_D_OPT,192,0.6501359571855421,12.0,0.000146280590366747
COMMODITY_GOOD,SWARM_D_OPT,192,0.6501359571855421,9.0,0.00010971044277506022
COMMODITY_GOOD,SWARM_D_OPT,192,0.6501359571855421,7.5,9.142536897921686e-05
COMMODITY_GOOD,SWARM_D_OPT,192,0.6501359571855421,5.0,6.0950245986144564e-05
COMMODITY_GOOD,SWARM_D_OPT,192,0.6501359571855421,3.0,3.657014759168675e-05
